000000a8,57,"「ののか、悪い。用事を思い出した。
　学校へ戻らないと…」","","",""
00000140,30,"「ん？　そうなの？　大変だね」","","",""
00000188,20,"「悪いけど、ここで」","","",""
000001ec,26,"「うん。じゃあ、またね～」","","",""
00000250,59,"「ののか、ごめん。用事を思い出した。
　学校へ戻らないと…」","","",""
000002e8,32,"「え？　そうなの？　大変だね～」","","",""
00000188,20,"「悪いけど、ここで」","","",""
000003d8,28,"「うん。それじゃ、またね～」","","",""
00000250,59,"「ののか、ごめん。用事を思い出した。
　学校へ戻らないと…」","","",""
000004d8,53,"「え？　そうなの？
　これから戻るなんて、大変だねぇ」","","",""
00000188,20,"「悪いけど、ここで」","","",""
000001ec,26,"「うん。じゃあ、またね～」","","",""
00000250,59,"「ののか、ごめん。用事を思い出した。
　学校へ戻らないと…」","","",""
0000073c,38,"「え？　これから戻るの？　大変だね…」","","",""
00000188,20,"「悪いけど、ここで」","","",""
00000868,38,"「うん、仕方ないよね。じゃあ、またね」","","",""
