000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
00000284,8,"「えっ」","","",""
00000300,28,"「ま、周りに人がいるのに？」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00000420,78,"「…仕方ないわね、いいわよ。
　部活動に協力するのも、
　生徒会長の務めだから」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
00000654,28,"「ま、周りに人がいるわよ？」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00000710,71,"「まぁ…いいわ。真面目に部活に
　取り組んでるみたいだし、協力するわよ」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
00000920,24,"「周りに人がいるのに…」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
000009dc,30,"「まぁ…いいわ。協力するわよ」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
00000920,24,"「周りに人がいるのに…」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00000c7c,53,"「まぁ…いいわ。\p01君の頼みだもの、
　協力するわよ」","","",""
00000d60,47,"「室戸先輩、写真、
　撮らせてもらえませんか？」","","",""
00000dec,8,"「え？」","","",""
00000e6c,53,"「もう…周りに人がいるのに、
　お構いなしなんだから」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00000f84,32,"「いいわよ。あなたの頼みだもの」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
0000115c,26,"「ま、周りに人がいるわよ」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00001260,73,"「まぁ…いいわ。部活動に協力するのは
　生徒会長の務めだし、協力するわよ」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
0000115c,26,"「ま、周りに人がいるわよ」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
000015c8,92,"「はぁ……どうせ、ダメって言っても、
　“不正登校”って言われて、
　やらされるんでしょう？」","","",""
00001724,26,"「いいわよ、協力するわよ」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
0000115c,26,"「ま、周りに人がいるわよ」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00001a08,63,"「はぁ……どうせ、ダメって言っても、
　やらされるんでしょう？」","","",""
00001724,26,"「いいわよ、協力するわよ」","","",""
000001ec,59,"「室戸先輩、よかったら、
　写真…撮らせてもらえませんか？」","","",""
000005c8,8,"「え…」","","",""
0000115c,26,"「ま、周りに人がいるわよ」","","",""
000003b0,18,"「ダメ…ですか？」","","",""
00001d70,53,"「はぁ……いいわよ。君の頼みだもの、
　協力するわよ」","","",""
