00000334,47,"「柚ノ木さんがよく聴く音楽って、
　どんなの？」","","",""
000003c0,71,"「海外の女性ボーカルの曲をよく聴くわ。
　穏やかで、優しい曲が好きなの」","","",""
000004b8,42,"「ね、カメラの楽しさって、どんなところ？」","","",""
00000518,98,"「う～ん…始めたばかりなんで、
　何とも言えないんだけど、
　一瞬を切り取るおもしろさって言うか…」","","",""
000005d8,28,"「ふうん…何だか奥が深そう」","","",""
0000068c,53,"「柚ノ木さんがよく見るテレビ番組って、
　どんなの？」","","",""
00000710,88,"「やっぱり、料理番組が多いわね。
　あと、おいしいお店を紹介してくれる
　グルメ番組とか」","","",""
00000810,49,"「映画を見るなら、邦画と洋画、
　どっちが多い？」","","",""
00000890,86,"「洋画ね。同じラブストーリーでも、
　異国情緒があった方が、
　引き込まれやすいみたい」","","",""
00000980,36,"「カメラって、始めたばかりだけど…」","","",""
000009f0,40,"「フフッ、いいわよね～、趣味があるって」","","",""
00000ac0,51,"「料理の写真、きれいに撮ってくれて、
　ありがとう」","","",""
00000b54,34,"「ホームページに上がるのはいつ？」","","",""
00000bb4,28,"「もうちょっとかかるみたい」","","",""
00000bfc,30,"「そっか、部員が来るといいね」","","",""
00000c64,30,"「ええ、来てくれるとうれしい」","","",""
00000cf8,71,"「本屋で教えてくれた、プロが撮った料理の
　写真、すごく参考になったよ」","","",""
00000d9c,22,"「本当？　よかった～」","","",""
00000e38,65,"「いいわよね～、奥さんが料理して、
　旦那さんが写真を撮ってって」","","",""
00000eb0,8,"「え？」","","",""
00000f00,36,"「あ、あれ？　そのことじゃないの？」","","",""
00000f88,55,"「いや、それもそうだけど…
　写真がきれいだったなって」","","",""
00001010,32,"「そ、そうよね、写真のことよね」","","",""
000010a8,26,"「カラオケ、楽しかったね」","","",""
0000110c,18,"「ええ、とっても」","","",""
000011ac,49,"「ちょっと…２人きりなの…
　意識しちゃったけど」","","",""
00001254,10,"「はは…」","","",""
000012c0,55,"「さねちゃんの写真と、\p01君の写真って
　全然違うのね」","","",""
00001324,36,"「興味のある被写体が、全然違うしね」","","",""
000013a8,55,"「そっか。さねちゃんは、風景を撮るのが
　好きだものね」","","",""
00001468,55,"「映画とかドラマでよく見るのって、
　どんなジャンル？」","","",""
000014fc,22,"「恋愛ものが多いわよ」","","",""
0000153c,30,"「アクションものは見ないの？」","","",""
000015b8,57,"「積極的には見ない感じ。
　目を背けちゃうシーンが多くて」","","",""
00001670,42,"「やっぱり、ジーンと来る恋愛ものが一番よ」","","",""
0000171c,42,"「柚ノ木さんの家のテレビって、何インチ？」","","",""
000017a4,96,"「３０インチぐらい…かな？
　何年か前、買い換えたら、
　すっごく薄くなって、びっくりしちゃった」","","",""
0000192c,38,"「フォト部はどう？　もう慣れた感じ？」","","",""
000019b0,36,"「写真部はどう？　もう慣れた感じ？」","","",""
00001a18,49,"「そうだね、同じ趣味の集まりだし、
　話は合うよ」","","",""
00001aa8,42,"「そうよね～。いいなぁ、私も部員が欲しい」","","",""
00001b5c,30,"「オーディオって、持ってる？」","","",""
00001bcc,38,"「小さな携帯プレイヤーならあるけど？」","","",""
00001c28,40,"「ってことは、パソコンも持ってるんだ？」","","",""
00001cb0,42,"「ええ、中学に入る時に買ってもらったから」","","",""
00001d40,51,"「ネットを見るぐらいしか、
　使ってないんだけどね」","","",""
00001dbc,32,"「この間テレビで見たんだけど…」","","",""
00001e3c,49,"「ふうん、そうなんだ。
　私も見ればよかったかな」","","",""
00001f04,51,"「いきなり写メを撮られるなんて、
　びっくりしたよ」","","",""
00001f88,61,"「あ……だって、自然な表情の\p01君が
　撮りたかったんだもの」","","",""
0000203c,40,"「まぁ、俺もよく撮るし、いいんだけどね」","","",""
000020b0,20,"「フフッ、そうよね」","","",""
0000215c,26,"「ね、１つ聞いてもいい？」","","",""
000021a4,14,"「いいけど？」","","",""
00002230,51,"「うちって、どうしてフォト部と
　写真部があるの？」","","",""
000022b8,51,"「うちって、どうして写真部と
　フォト部があるの？」","","",""
00002338,106,"「え～と…撮影思想が違うというか…、
　情熱の方向が違うというか…。
　どっちの部も写真が好きなんだけどね」","","",""
000023f4,65,"「ふうん…フランス料理と、日本料理で、
　部が違うみたいなもの？」","","",""
000024ac,24,"「そうそう、そんな感じ」","","",""
00002500,42,"「フフッ、お互いに違う道を探求してるのね」","","",""
000025d4,57,"「\p01君は、どうしてポートレートを
　撮るのが好きなの？」","","",""
00002638,85,"「それは……表情って、人それぞれだからね。
　いい表情や仕草が撮れた時は、うれしいよ」","","",""
000026c8,18,"「フフッ、そっか」","","",""
0000275c,65,"（偶然撮れた、ちょっとエッチな写真も…
　とは、言わないでおこう）","","",""
000027f8,36,"「レンタルビデオってよく借りる方？」","","",""
0000287c,69,"「うちはケーブルテレビに入ってるから、
　そっちで見ることが多いわよ」","","",""
00002928,86,"「レンタルビデオ屋さんは、
　いっぱい並んでるから、目移りして、
　なかなか選べないの」","","",""
000029e8,57,"「ケーブルテレビも、チャンネルが迷うぐらい
　多いけど？」","","",""
00002a80,42,"「映画チャンネルはそんなにないから大丈夫」","","",""
00002af4,55,"「柚ノ木さんって、その……すごく、
　写真映えするよね」","","",""
00002b90,20,"「え？　そ、そう？」","","",""
00002bc8,63,"「あ、ああ、顔も…かわいいけど、
　すごく…スタイルがいいし…」","","",""
00002c6c,20,"「あ…ありがとう…」","","",""
00002cd8,40,"「もう、いきなりそんな風にほめるなんて」","","",""
00002d44,26,"「写真のおもしろさって…」","","",""
00002da8,34,"「フフッ、いい趣味よね、写真って」","","",""
00002e70,69,"「この間は、ギターを弾いてくれて
　ありがとう。とっても素敵だったわ」","","",""
00002f18,40,"「そ、そう？　なら、弾いた甲斐があるよ」","","",""
00002fb8,38,"「ラブラブトゥルーラブかぁ…いい曲ね」","","",""
00003048,20,"「はは…ありがとう」","","",""
000030d4,69,"「プリティラビィの弾き語りだなんて、
　妹にも聴かせたくなっちゃった」","","",""
00003170,47,"「聴かせられるように、
　もっと練習しておくよ」","","",""
000031fc,40,"「本当？　じゃあ、私はピアノを弾くわね」","","",""
000032b4,55,"「大谷先生とプールで撮った写真、
　すごくいい感じだよ」","","",""
00003334,38,"「フフッ、私と桃子先生、仲がいいもの」","","",""
000033e0,53,"「一緒にいると、姉妹みたいって、
　よく言われるのよ」","","",""
0000344c,32,"「ああ、確かに雰囲気似てるよね」","","",""
000034ac,14,"「でしょう？」","","",""
000034f0,51,"（そんなゴージャス姉妹、
　破壊力ありすぎだけどね）","","",""
00003564,55,"「小さいころの写真って、たまに見ると
　何か楽しいよね」","","",""
000035e8,26,"「あ、うんうん、そうよね」","","",""
000036d4,71,"「私の場合、小さいころの写真は、
　絵梨奈にそっくりだから、おかしくて」","","",""
