00000530,55,"「ここはいつ来てもきれいね～。
　デートに最適って感じ」","","",""
000005dc,22,"「ははは、そうですね」","","",""
0000066c,53,"「『ＫＯＧＡスパリゾート』は……と。
　……あっち？」","","",""
000006d0,45,"「いや、こっちですよ。
　駅と直結みたいです」","","",""
0000072c,55,"「そ、そうなの？　直結なのに、
　方向を間違えるなんて」","","",""
00000784,34,"「ははは、本当に方向音痴ですよね」","","",""
000007d4,26,"「もう、それは言わないで」","","",""
000009e0,53,"「うわぁ、噴水がライトアップされてる。
　きれいね～」","","",""
00000a7c,74,"（楽しそうにしてるし、
　俺も初めて来たってことに
　しといた方がいいよな）","","",""
00000c38,45,"「そうですね～。
　さっそく中に入りますか？」","","",""
00000cd8,8,"「ええ」","","",""
00000fa4,65,"「ふう～ん、立派なエントランスね。
　リゾートホテルに来たみたい」","","",""
000010b0,63,"「何か面白そうな施設がないか、
　そこの案内図で探してみますよ」","","",""
00001158,18,"「そうね、お願い」","","",""
0000128c,12,"「え～と…」","","",""
00001310,22,"（足湯へ誘ってみるか）","","",""
00001354,75,"「さすがスパリゾート、足湯があるみたい
　なんですけど、入ってみませんか？」","","",""
00001458,55,"「足湯が！？　そうなの！？
　いいわね、私も入りたい！」","","",""
00001614,65,"「あっ！　足湯がある！
　さすがスパリゾート、入ってみませんか？」","","",""
000016c8,40,"「足湯が！？　いいわね、私も入りたい！」","","",""
000017dc,67,"（ここの足湯なら入ったことがあるんだけど…
　言わない方がいいよな）","","",""
00001c40,71,"「うわぁ、きれいなお風呂ね～。
　足だけで入るなんてもったいないくらい」","","",""
00001d88,63,"「ははは、出来たての施設だから、
　まだ何もかも新しいですよね」","","",""
00001e38,26,"「そうね、来てよかったわ」","","",""
00001ebc,24,"「さっそく入りますか？」","","",""
00000cd8,8,"「ええ」","","",""
000020e8,49,"「あったかぁ～い。
　さすが温泉ね、気持ちいい～」","","",""
000021e4,59,"「特に、ふくらはぎにすっごく染み込む感じ。
　効いてるわ～」","","",""
000022b0,34,"「疲れてるんですか？　ふくらはぎ」","","",""
0000237c,24,"「ええ、ものすご～くね」","","",""
00002424,90,"「ほら、授業中、みんなは座ってるけど、
　先生は立ちっぱなしでしょう？
　結構足にくるのよ」","","",""
0000253c,47,"「あ、そっか…。
　大変ですね、先生の仕事も…」","","",""
000025b8,84,"「そうなの。立ちっぱなしだったり、
　プリントが重かったり、
　案外、重労働なのよね」","","",""
000026e4,14,"「ふぅ～～っ」","","",""
00002714,59,"「縁に座りませんか？
　もっとリラックスできると思うけど？」","","",""
000027ac,40,"「あ、そっか、座ってのんびりしなきゃね」","","",""
000028c0,71,"「ふわ～～、座るとさらに染みるわ～～。
　ふくらはぎがジンジンする～～」","","",""
000029c0,14,"「そんなに？」","","",""
00002a4c,53,"「ええ、もう、
　すごい勢いで疲れが取れていくみたい」","","",""
00002b18,10,"「ははは」","","",""
00002b80,78,"「先生方と話してるとね、
　すぐ温泉の話になるの。
　体を癒しに行きたい～って」","","",""
00002cfc,67,"「夜の宴会がしたいだけなのかなぁって
　思ってたんだけど、違うわね」","","",""
00002e04,59,"「いいわ～、温泉って。
　初めて、その良さがわかったみたい」","","",""
00002f1c,30,"「私も温泉にはまっちゃいそう」","","",""
00002fb0,12,"「はははは」","","",""
00003074,32,"こうして、一緒に足湯を楽しんだ。","","",""
0000320c,40,"「学校の帰りに足湯だなんて、贅沢よね～」","","",""
000032dc,14,"「そうですね」","","",""
0000333c,47,"「その日の疲れは、
　その日のうちにってことね」","","",""
00003408,30,"「ははは、さっそく入りますか」","","",""
00003494,20,"「ええ、もちろんよ」","","",""
00003694,30,"「う～～ん、気持ちいい～～っ」","","",""
000036f8,22,"シャッターチャンスだ！","","",""
000037cc,20,"（撮るまでもないな）","","",""
00003888,38,"「はふ～～、病みつきになっちゃいそう」","","",""
00003910,32,"「もうなってると思いますけど？」","","",""
00003974,30,"「フフッ、そっか。恥ずかしい」","","",""
00003074,32,"こうして、一緒に足湯を楽しんだ。","","",""
00003aec,40,"「はふ～～、もう温泉に病みつきよね、私」","","",""
00003bac,14,"「見るからに」","","",""
00003bfc,22,"「フフッ、恥ずかしい」","","",""
00003074,32,"こうして、一緒に足湯を楽しんだ。","","",""
