00000310,18,"「どこへ行くの？」","","",""
00000350,24,"「まぁまぁ、ついてきて」","","",""
000003b8,59,"「あ、電車に乗るってことは…
　『ＫＯＧＡスパリゾート』？」","","",""
00000420,12,"「当たり！」","","",""
0000045c,40,"「フフッ、そっか。楽しいものね、あそこ」","","",""
000004cc,32,"「電車に乗って、どこへ行くの？」","","",""
0000051c,20,"「いいからいいから」","","",""
00000684,49,"「わぁ…きれい…。
　噴水がライトアップされてる」","","",""
00000880,14,"「ここって？」","","",""
000008c4,63,"「『ＫＯＧＡスパリゾート』だよ。
　この間、出来たばかりなんだ」","","",""
00000950,74,"「深夜のＣＭで見たんだけど、
　楽しそうだから、
　深角さんと来たいなって」","","",""
00000a00,12,"「\p01君…」","","",""
00000a74,32,"「ありがとう、連れてきてくれて」","","",""
00000b00,28,"「さっそく、中へ入ろうか？」","","",""
00000b88,8,"「ええ」","","",""
00000d8c,61,"「何か面白そうな施設がないか、
　そこの案内図で探してみるよ」","","",""
00000e28,10,"「…うん」","","",""
00000f40,22,"（足湯に誘ってみるか）","","",""
00000fe4,59,"「あっ、足湯がある！
　さすがスパリゾート、入ってみない？」","","",""
00001090,18,"「えっ、足湯に？」","","",""
0000116c,88,"「そう。服を着たまま入れるし、
　手軽に温泉気分が味わえて、
　いいんじゃないかなって？」","","",""
00001218,34,"「ん……そうね。私も入ってみたい」","","",""
00001270,20,"「よし！　行こう！」","","",""
000012c0,67,"（ここの足湯なら入ったことがあるんだけど…
　言わない方がいいよな）","","",""
000016c4,28,"「うわぁ…広くて、きれい…」","","",""
0000174c,28,"「出来たばかりの施設だしね」","","",""
000017dc,28,"「あの湯船に足をつけるの？」","","",""
00001824,40,"「そう。あれ？　足湯に入ったことない？」","","",""
000018c0,16,"「うん、初めて」","","",""
0000191c,51,"「そっか、温かくて気持ちいいよ。
　さっそく入ろう」","","",""
00000b88,8,"「ええ」","","",""
00001b80,24,"「うわ～、あったかぁい」","","",""
00001be8,20,"「気持ちいいだろ？」","","",""
00001c88,42,"「うん、とっても。体中がポカポカしてくる」","","",""
00001ce0,61,"「足をつけてるだけなんだけど、
　全身の血行がよくなるんだよ」","","",""
00001d60,26,"「半身浴…みたいなもの？」","","",""
00001ddc,24,"「そうそう、そんな感じ」","","",""
00001e44,36,"「ふくらはぎが、すごくジンジンする」","","",""
00001ecc,47,"「そこが疲れてるんだな。
　歩き回ったりした？」","","",""
00001f60,36,"「あ…引っ越しの…荷造りしてるから」","","",""
00001ff4,47,"「立ったり、座ったり、運んだり、
　結構歩くの」","","",""
00002090,12,"「そっか…」","","",""
000020d8,49,"「フフッ、普段運動してないから、
　体中が痛くて」","","",""
0000217c,45,"「縁に座らない？
　もっとリラックス出来るよ」","","",""
00002204,8,"「うん」","","",""
000022d0,10,"「ふう…」","","",""
00002328,24,"「どう？　気持ちいい？」","","",""
000023c0,18,"「ええ、とっても」","","",""
000023f4,22,"「いいよね、足湯って」","","",""
0000246c,20,"「そうね……けど…」","","",""
000024b0,10,"「けど？」","","",""
00002554,90,"「足湯じゃなくてもいいの。
　こうして……\p01君と、
　のんびり並んで、座ることが出来れば」","","",""
000026bc,36,"「それだけで……すごく、ほっとする」","","",""
00002740,14,"「深角さん…」","","",""
00000a74,32,"「ありがとう、連れてきてくれて」","","",""
00002870,32,"こうして、一緒に足湯を楽しんだ。","","",""
00002a4c,30,"「フフッ、素足がくすぐったい」","","",""
00002ac0,40,"「屋外で素足ってのも、開放的でいいよね」","","",""
00002b48,32,"「うん、すごくリラックスできる」","","",""
00002b94,57,"「お湯に浸かれば、もっとリラックスするよ。
　さ、入ろう」","","",""
00000b88,8,"「ええ」","","",""
00002cd4,26,"「ふ～～っ、気持ちいい…」","","",""
00002d3c,20,"「温泉、効いてる？」","","",""
00002ddc,47,"「ええ、とっても。
　ふくらはぎがジンジンする」","","",""
00002e38,42,"「よかった…。あんまり、無理しないように」","","",""
00002eb0,10,"「うん…」","","",""
00002f08,49,"「大丈夫よ、こうしてるだけで、
　ほっとするから」","","",""
00002f88,51,"「\p01君がそばにいてくれるだけで、
　心が安らぐ…」","","",""
00002ffc,32,"「連れてきてくれて、ありがとう」","","",""
00002740,14,"「深角さん…」","","",""
000030f8,30,"こうして、一緒に足湯に入った。","","",""
