000000a8,63,"「ののか、このまま帰るのも何だし、
　どこかへ寄ってかないか？」","","",""
000001a0,42,"「あ、それなら行きたいところがあるんだ～」","","",""
00000268,18,"「ん？　どこだ？」","","",""
00000344,90,"「ズバリ、スパリゾート！
　いろいろ遊ぶ施設があるみたいだから、
　これから行ってみない？」","","",""
00000478,26,"「スパリゾートか、いいな」","","",""
000004f0,30,"「ホント？　じゃあ、行こっ！」","","",""
0000060c,61,"「郊外に、スパリゾートが
　出来たらしいんだけど、知ってる？」","","",""
000006f4,12,"「あ、ああ」","","",""
00000740,30,"「ああ、夜中のＣＭで見たかも」","","",""
000007c0,88,"「電車で２駅らしいんだよね～。
　いろいろ遊ぶ施設があるみたいだから、
　行ってみない？」","","",""
000008ec,20,"「そうだな、行くか」","","",""
00000940,26,"「そうだな、行ってみるか」","","",""
000009b0,24,"「うん！　行こ行こっ！」","","",""
00000a6c,57,"「あ……ごめんね。
　今日は…ちょっと大事な用があって…」","","",""
00000b8c,12,"「そっか…」","","",""
00000bec,71,"「うう…何で用なんかあるんだろ。
　せっかくだっつんが誘ってくれたのに」","","",""
00000d08,14,"「また誘うよ」","","",""
00000d68,40,"「ホント？　約束だよ？　すぐに誘ってよ」","","",""
00000e30,8,"「ああ」","","",""
00000e80,18,"「じゃあ…またね」","","",""
00000efc,16,"「ああ、またな」","","",""
00000ff4,36,"（もう一つ盛り上がらなかったしな…）","","",""
00001114,61,"「ね～ね～、だっつん。
　またスパリゾートへ寄って行かない？」","","",""
000011f4,69,"「スパリゾートって…体力測定か？
　また、アイスをおごらせる気だろ？」","","",""
000012a4,36,"「あはは、この前は惨敗だったもんね」","","",""
00001368,77,"「もう勝負はいいから、私の数値、計ってよ。
　だっつんに計ってもらいたいんだ」","","",""
000014bc,22,"「ね？　いいでしょ？」","","",""
00001548,63,"「いや、やるからには勝負だ！
　今日こそアイスおごらせてやる！」","","",""
000015d8,47,"「よ～し、俄然やる気出てきた。
　負けないぞ～」","","",""
000000a8,63,"「ののか、このまま帰るのも何だし、
　どこかへ寄ってかないか？」","","",""
00000a6c,57,"「あ……ごめんね。
　今日は…ちょっと大事な用があって…」","","",""
00000b8c,12,"「そっか…」","","",""
00000bec,71,"「うう…何で用なんかあるんだろ。
　せっかくだっつんが誘ってくれたのに」","","",""
00000d08,14,"「また誘うよ」","","",""
00000d68,40,"「ホント？　約束だよ？　すぐに誘ってよ」","","",""
00000e30,8,"「ああ」","","",""
00000e80,18,"「じゃあ…またね」","","",""
00000efc,16,"「ああ、またな」","","",""
00000ff4,36,"（もう一つ盛り上がらなかったしな…）","","",""
