PHOTOKANOKDLC001/ID00000,/ID00000,0,Uncompress,,""
PHOTOKANOKDLC001/ID00001,/ID00001,1,Uncompress,,""
PHOTOKANOKDLC001/ID00002,/ID00002,2,Uncompress,,""
PHOTOKANOKDLC001/ID00003,/ID00003,3,Uncompress,,""
PHOTOKANOKDLC001/ID00004,/ID00004,4,Uncompress,,""
PHOTOKANOKDLC001/ID00005,/ID00005,5,Uncompress,,""
PHOTOKANOKDLC001/ID00006,/ID00006,6,Uncompress,,""
PHOTOKANOKDLC001/ID00007,/ID00007,7,Uncompress,,""
PHOTOKANOKDLC001/ID00008,/ID00008,8,Uncompress,,""
PHOTOKANOKDLC001/ID00009,/ID00009,9,Uncompress,,""
PHOTOKANOKDLC001/ID00010,/ID00010,10,Uncompress,,""
PHOTOKANOKDLC001/ID00011,/ID00011,11,Uncompress,,""
PHOTOKANOKDLC001/ID00012,/ID00012,12,Uncompress,,""
PHOTOKANOKDLC001/ID00013,/ID00013,13,Uncompress,,""
PHOTOKANOKDLC001/ID00014,/ID00014,14,Uncompress,,""
PHOTOKANOKDLC001/ID00015,/ID00015,15,Uncompress,,""
PHOTOKANOKDLC001/ID00016,/ID00016,16,Uncompress,,""
PHOTOKANOKDLC001/ID00017,/ID00017,17,Uncompress,,""
PHOTOKANOKDLC001/ID00018,/ID00018,18,Uncompress,,""
PHOTOKANOKDLC001/ID00019,/ID00019,19,Uncompress,,""
PHOTOKANOKDLC001/ID00020,/ID00020,20,Uncompress,,""
PHOTOKANOKDLC001/ID00021,/ID00021,21,Uncompress,,""
PHOTOKANOKDLC001/ID00031,/ID00031,31,Uncompress,,""
PHOTOKANOKDLC001/ID00032,/ID00032,32,Uncompress,,""
PHOTOKANOKDLC001/ID00033,/ID00033,33,Uncompress,,""
PHOTOKANOKDLC001/ID00034,/ID00034,34,Uncompress,,""
PHOTOKANOKDLC001/ID00035,/ID00035,35,Uncompress,,""
PHOTOKANOKDLC001/ID00036,/ID00036,36,Uncompress,,""
PHOTOKANOKDLC001/ID00037,/ID00037,37,Uncompress,,""
PHOTOKANOKDLC001/ID00038,/ID00038,38,Uncompress,,""
PHOTOKANOKDLC001/ID00060,/ID00060,60,Uncompress,,""
PHOTOKANOKDLC001/ID00061,/ID00061,61,Uncompress,,""
PHOTOKANOKDLC001/ID00062,/ID00062,62,Uncompress,,""
PHOTOKANOKDLC001/ID00063,/ID00063,63,Uncompress,,""
PHOTOKANOKDLC001/ID00064,/ID00064,64,Uncompress,,""
PHOTOKANOKDLC001/ID00065,/ID00065,65,Uncompress,,""
PHOTOKANOKDLC001/ID00066,/ID00066,66,Uncompress,,""
PHOTOKANOKDLC001/ID00067,/ID00067,67,Uncompress,,""
PHOTOKANOKDLC001/ID00068,/ID00068,68,Uncompress,,""
PHOTOKANOKDLC001/ID00069,/ID00069,69,Uncompress,,""
PHOTOKANOKDLC001/ID00070,/ID00070,70,Uncompress,,""
PHOTOKANOKDLC001/ID00071,/ID00071,71,Uncompress,,""
PHOTOKANOKDLC001/ID00072,/ID00072,72,Uncompress,,""
PHOTOKANOKDLC001/ID00073,/ID00073,73,Uncompress,,""
PHOTOKANOKDLC001/ID00074,/ID00074,74,Uncompress,,""
PHOTOKANOKDLC001/ID00075,/ID00075,75,Uncompress,,""
PHOTOKANOKDLC001/ID00076,/ID00076,76,Uncompress,,""
PHOTOKANOKDLC001/ID00077,/ID00077,77,Uncompress,,""
PHOTOKANOKDLC001/ID00078,/ID00078,78,Uncompress,,""
PHOTOKANOKDLC001/ID00079,/ID00079,79,Uncompress,,""
PHOTOKANOKDLC001/ID00080,/ID00080,80,Uncompress,,""
PHOTOKANOKDLC001/ID00081,/ID00081,81,Uncompress,,""
PHOTOKANOKDLC001/ID00082,/ID00082,82,Uncompress,,""
PHOTOKANOKDLC001/ID00083,/ID00083,83,Uncompress,,""
PHOTOKANOKDLC001/ID00084,/ID00084,84,Uncompress,,""
PHOTOKANOKDLC001/ID00085,/ID00085,85,Uncompress,,""
PHOTOKANOKDLC001/ID00086,/ID00086,86,Uncompress,,""
PHOTOKANOKDLC001/ID00087,/ID00087,87,Uncompress,,""
PHOTOKANOKDLC001/ID00088,/ID00088,88,Uncompress,,""
PHOTOKANOKDLC001/ID00089,/ID00089,89,Uncompress,,""
PHOTOKANOKDLC001/ID00090,/ID00090,90,Uncompress,,""
PHOTOKANOKDLC001/ID00091,/ID00091,91,Uncompress,,""
PHOTOKANOKDLC001/ID00092,/ID00092,92,Uncompress,,""
PHOTOKANOKDLC001/ID00093,/ID00093,93,Uncompress,,""
