PHOTOKANOKDLC005/ID00000,/ID00000,0,Uncompress,,""
PHOTOKANOKDLC005/ID00001,/ID00001,1,Uncompress,,""
PHOTOKANOKDLC005/ID00002,/ID00002,2,Uncompress,,""
PHOTOKANOKDLC005/ID00003,/ID00003,3,Uncompress,,""
PHOTOKANOKDLC005/ID00004,/ID00004,4,Uncompress,,""
PHOTOKANOKDLC005/ID00005,/ID00005,5,Uncompress,,""
PHOTOKANOKDLC005/ID00006,/ID00006,6,Uncompress,,""
PHOTOKANOKDLC005/ID00007,/ID00007,7,Uncompress,,""
PHOTOKANOKDLC005/ID00008,/ID00008,8,Uncompress,,""
PHOTOKANOKDLC005/ID00009,/ID00009,9,Uncompress,,""
PHOTOKANOKDLC005/ID00010,/ID00010,10,Uncompress,,""
PHOTOKANOKDLC005/ID00011,/ID00011,11,Uncompress,,""
PHOTOKANOKDLC005/ID00012,/ID00012,12,Uncompress,,""
PHOTOKANOKDLC005/ID00013,/ID00013,13,Uncompress,,""
PHOTOKANOKDLC005/ID00014,/ID00014,14,Uncompress,,""
PHOTOKANOKDLC005/ID00015,/ID00015,15,Uncompress,,""
PHOTOKANOKDLC005/ID00016,/ID00016,16,Uncompress,,""
PHOTOKANOKDLC005/ID00017,/ID00017,17,Uncompress,,""
PHOTOKANOKDLC005/ID00018,/ID00018,18,Uncompress,,""
PHOTOKANOKDLC005/ID00019,/ID00019,19,Uncompress,,""
PHOTOKANOKDLC005/ID00020,/ID00020,20,Uncompress,,""
PHOTOKANOKDLC005/ID00021,/ID00021,21,Uncompress,,""
PHOTOKANOKDLC005/ID00022,/ID00022,22,Uncompress,,""
PHOTOKANOKDLC005/ID00035,/ID00035,35,Uncompress,,""
PHOTOKANOKDLC005/ID00036,/ID00036,36,Uncompress,,""
PHOTOKANOKDLC005/ID00050,/ID00050,50,Uncompress,,""
PHOTOKANOKDLC005/ID00051,/ID00051,51,Uncompress,,""
PHOTOKANOKDLC005/ID00052,/ID00052,52,Uncompress,,""
PHOTOKANOKDLC005/ID00060,/ID00060,60,Uncompress,,""
PHOTOKANOKDLC005/ID00061,/ID00061,61,Uncompress,,""
PHOTOKANOKDLC005/ID00062,/ID00062,62,Uncompress,,""
PHOTOKANOKDLC005/ID00063,/ID00063,63,Uncompress,,""
PHOTOKANOKDLC005/ID00064,/ID00064,64,Uncompress,,""
PHOTOKANOKDLC005/ID00065,/ID00065,65,Uncompress,,""
PHOTOKANOKDLC005/ID00066,/ID00066,66,Uncompress,,""
PHOTOKANOKDLC005/ID00067,/ID00067,67,Uncompress,,""
PHOTOKANOKDLC005/ID00068,/ID00068,68,Uncompress,,""
PHOTOKANOKDLC005/ID00069,/ID00069,69,Uncompress,,""
PHOTOKANOKDLC005/ID00070,/ID00070,70,Uncompress,,""
PHOTOKANOKDLC005/ID00071,/ID00071,71,Uncompress,,""
PHOTOKANOKDLC005/ID00072,/ID00072,72,Uncompress,,""
PHOTOKANOKDLC005/ID00073,/ID00073,73,Uncompress,,""
PHOTOKANOKDLC005/ID00074,/ID00074,74,Uncompress,,""
PHOTOKANOKDLC005/ID00075,/ID00075,75,Uncompress,,""
PHOTOKANOKDLC005/ID00076,/ID00076,76,Uncompress,,""
PHOTOKANOKDLC005/ID00077,/ID00077,77,Uncompress,,""
