00_GMV/ID10271,/ID10271,10271,Uncompress,/bin,""
00_GMV/ID10272,/ID10272,10272,Uncompress,/bin,""
00_GMV/ID10273,/ID10273,10273,Uncompress,/bin,""
00_GMV/ID10274,/ID10274,10274,Uncompress,/bin,""
00_GMV/ID10275,/ID10275,10275,Uncompress,/bin,""
00_GMV/ID10276,/ID10276,10276,Uncompress,/bin,""
00_GMV/ID10277,/ID10277,10277,Uncompress,/bin,""
00_GMV/ID10278,/ID10278,10278,Uncompress,/bin,""
00_GMV/ID10279,/ID10279,10279,Uncompress,/bin,""
00_GMV/ID10280,/ID10280,10280,Uncompress,/bin,""
00_GMV/ID10281,/ID10281,10281,Uncompress,/bin,""
00_GMV/ID10282,/ID10282,10282,Uncompress,/bin,""
00_GMV/ID10283,/ID10283,10283,Uncompress,/bin,""
00_GMV/ID10284,/ID10284,10284,Uncompress,/bin,""
00_GMV/ID10285,/ID10285,10285,Uncompress,/bin,""
00_GMV/ID10286,/ID10286,10286,Uncompress,/bin,""
00_GMV/ID08440,/ID08440,8440,Uncompress,/camera,""
00_GMV/ID08441,/ID08441,8441,Uncompress,/camera,""
00_GMV/ID08442,/ID08442,8442,Uncompress,/camera,""
00_GMV/ID08443,/ID08443,8443,Uncompress,/camera,""
00_GMV/ID08444,/ID08444,8444,Uncompress,/camera,""
00_GMV/ID08445,/ID08445,8445,Uncompress,/camera,""
00_GMV/ID08446,/ID08446,8446,Uncompress,/camera,""
00_GMV/ID08447,/ID08447,8447,Uncompress,/camera,""
00_GMV/ID08448,/ID08448,8448,Uncompress,/camera,""
00_GMV/ID08449,/ID08449,8449,Uncompress,/camera,""
00_GMV/ID08450,/ID08450,8450,Uncompress,/camera,""
00_GMV/ID08451,/ID08451,8451,Uncompress,/camera,""
00_GMV/ID08452,/ID08452,8452,Uncompress,/camera,""
00_GMV/ID08453,/ID08453,8453,Uncompress,/camera,""
00_GMV/ID08454,/ID08454,8454,Uncompress,/camera,""
00_GMV/ID08455,/ID08455,8455,Uncompress,/camera,""
00_GMV/ID08456,/ID08456,8456,Uncompress,/camera,""
00_GMV/ID08457,/ID08457,8457,Uncompress,/camera,""
00_GMV/ID08458,/ID08458,8458,Uncompress,/camera,""
00_GMV/ID08459,/ID08459,8459,Uncompress,/camera,""
00_GMV/ID08460,/ID08460,8460,Uncompress,/camera,""
00_GMV/ID08461,/ID08461,8461,Uncompress,/camera,""
00_GMV/ID08462,/ID08462,8462,Uncompress,/camera,""
00_GMV/ID08463,/ID08463,8463,Uncompress,/camera,""
00_GMV/ID08464,/ID08464,8464,Uncompress,/camera,""
00_GMV/ID08465,/ID08465,8465,Uncompress,/camera,""
00_GMV/ID08466,/ID08466,8466,Uncompress,/camera,""
00_GMV/ID08467,/ID08467,8467,Uncompress,/camera,""
00_GMV/ID08468,/ID08468,8468,Uncompress,/camera,""
00_GMV/ID08469,/ID08469,8469,Uncompress,/camera,""
00_GMV/ID08470,/ID08470,8470,Uncompress,/camera,""
00_GMV/ID08471,/ID08471,8471,Uncompress,/camera,""
00_GMV/ID08472,/ID08472,8472,Uncompress,/camera,""
00_GMV/ID08473,/ID08473,8473,Uncompress,/camera,""
00_GMV/ID08474,/ID08474,8474,Uncompress,/camera,""
00_GMV/ID08475,/ID08475,8475,Uncompress,/camera,""
00_GMV/ID08476,/ID08476,8476,Uncompress,/camera,""
00_GMV/ID08477,/ID08477,8477,Uncompress,/camera,""
00_GMV/ID08478,/ID08478,8478,Uncompress,/camera,""
00_GMV/ID08479,/ID08479,8479,Uncompress,/camera,""
00_GMV/ID08480,/ID08480,8480,Uncompress,/camera,""
00_GMV/ID08481,/ID08481,8481,Uncompress,/camera,""
00_GMV/ID08482,/ID08482,8482,Uncompress,/camera,""
00_GMV/ID08483,/ID08483,8483,Uncompress,/camera,""
00_GMV/ID08484,/ID08484,8484,Uncompress,/camera,""
00_GMV/ID08485,/ID08485,8485,Uncompress,/camera,""
00_GMV/ID08486,/ID08486,8486,Uncompress,/camera,""
00_GMV/ID08487,/ID08487,8487,Uncompress,/camera,""
00_GMV/ID08488,/ID08488,8488,Uncompress,/camera,""
00_GMV/ID08489,/ID08489,8489,Uncompress,/camera,""
00_GMV/ID08490,/ID08490,8490,Uncompress,/camera,""
00_GMV/ID08491,/ID08491,8491,Uncompress,/camera,""
00_GMV/ID08492,/ID08492,8492,Uncompress,/camera,""
00_GMV/ID08493,/ID08493,8493,Uncompress,/camera,""
00_GMV/ID08494,/ID08494,8494,Uncompress,/camera,""
00_GMV/ID08495,/ID08495,8495,Uncompress,/camera,""
00_GMV/ID08496,/ID08496,8496,Uncompress,/camera,""
00_GMV/ID08497,/ID08497,8497,Uncompress,/camera,""
00_GMV/ID08498,/ID08498,8498,Uncompress,/camera,""
00_GMV/ID08499,/ID08499,8499,Uncompress,/camera,""
00_GMV/ID08500,/ID08500,8500,Uncompress,/camera,""
00_GMV/ID08501,/ID08501,8501,Uncompress,/camera,""
00_GMV/ID08502,/ID08502,8502,Uncompress,/camera,""
00_GMV/ID08503,/ID08503,8503,Uncompress,/camera,""
00_GMV/ID08504,/ID08504,8504,Uncompress,/camera,""
00_GMV/ID08505,/ID08505,8505,Uncompress,/camera,""
00_GMV/ID08506,/ID08506,8506,Uncompress,/camera,""
00_GMV/ID08507,/ID08507,8507,Uncompress,/camera,""
00_GMV/ID08508,/ID08508,8508,Uncompress,/camera,""
00_GMV/ID08509,/ID08509,8509,Uncompress,/camera,""
00_GMV/ID08510,/ID08510,8510,Uncompress,/camera,""
00_GMV/ID08511,/ID08511,8511,Uncompress,/camera,""
00_GMV/ID08512,/ID08512,8512,Uncompress,/camera,""
00_GMV/ID08513,/ID08513,8513,Uncompress,/camera,""
00_GMV/ID08514,/ID08514,8514,Uncompress,/camera,""
00_GMV/ID08515,/ID08515,8515,Uncompress,/camera,""
00_GMV/ID08516,/ID08516,8516,Uncompress,/camera,""
00_GMV/ID08517,/ID08517,8517,Uncompress,/camera,""
00_GMV/ID08518,/ID08518,8518,Uncompress,/camera,""
00_GMV/ID08519,/ID08519,8519,Uncompress,/camera,""
00_GMV/ID08520,/ID08520,8520,Uncompress,/camera,""
00_GMV/ID08521,/ID08521,8521,Uncompress,/camera,""
00_GMV/ID08522,/ID08522,8522,Uncompress,/camera,""
00_GMV/ID08523,/ID08523,8523,Uncompress,/camera,""
00_GMV/ID08524,/ID08524,8524,Uncompress,/camera,""
00_GMV/ID08525,/ID08525,8525,Uncompress,/camera,""
00_GMV/ID08526,/ID08526,8526,Uncompress,/camera,""
00_GMV/ID08527,/ID08527,8527,Uncompress,/camera,""
00_GMV/ID08528,/ID08528,8528,Uncompress,/camera,""
00_GMV/ID08529,/ID08529,8529,Uncompress,/camera,""
00_GMV/ID08530,/ID08530,8530,Uncompress,/camera,""
00_GMV/ID08531,/ID08531,8531,Uncompress,/camera,""
00_GMV/ID08532,/ID08532,8532,Uncompress,/camera,""
00_GMV/ID08533,/ID08533,8533,Uncompress,/camera,""
00_GMV/ID08534,/ID08534,8534,Uncompress,/camera,""
00_GMV/ID08535,/ID08535,8535,Uncompress,/camera,""
00_GMV/ID08536,/ID08536,8536,Uncompress,/camera,""
00_GMV/ID08537,/ID08537,8537,Uncompress,/camera,""
00_GMV/ID08538,/ID08538,8538,Uncompress,/camera,""
00_GMV/ID08539,/ID08539,8539,Uncompress,/camera,""
00_GMV/ID08540,/ID08540,8540,Uncompress,/camera,""
00_GMV/ID08541,/ID08541,8541,Uncompress,/camera,""
00_GMV/ID08542,/ID08542,8542,Uncompress,/camera,""
00_GMV/ID08543,/ID08543,8543,Uncompress,/camera,""
00_GMV/ID08544,/ID08544,8544,Uncompress,/camera,""
00_GMV/ID08545,/ID08545,8545,Uncompress,/camera,""
00_GMV/ID08546,/ID08546,8546,Uncompress,/camera,""
00_GMV/ID08547,/ID08547,8547,Uncompress,/camera,""
00_GMV/ID08548,/ID08548,8548,Uncompress,/camera,""
00_GMV/ID08549,/ID08549,8549,Uncompress,/camera,""
00_GMV/ID08550,/ID08550,8550,Uncompress,/camera,""
00_GMV/ID08551,/ID08551,8551,Uncompress,/camera,""
00_GMV/ID08552,/ID08552,8552,Uncompress,/camera,""
00_GMV/ID08553,/ID08553,8553,Uncompress,/camera,""
00_GMV/ID08554,/ID08554,8554,Uncompress,/camera,""
00_GMV/ID08555,/ID08555,8555,Uncompress,/camera,""
00_GMV/ID08556,/ID08556,8556,Uncompress,/camera,""
00_GMV/ID08557,/ID08557,8557,Uncompress,/camera,""
00_GMV/ID08558,/ID08558,8558,Uncompress,/camera,""
00_GMV/ID08559,/ID08559,8559,Uncompress,/camera,""
00_GMV/ID08560,/ID08560,8560,Uncompress,/camera,""
00_GMV/ID08561,/ID08561,8561,Uncompress,/camera,""
00_GMV/ID08562,/ID08562,8562,Uncompress,/camera,""
00_GMV/ID08563,/ID08563,8563,Uncompress,/camera,""
00_GMV/ID08564,/ID08564,8564,Uncompress,/camera,""
00_GMV/ID08565,/ID08565,8565,Uncompress,/camera,""
00_GMV/ID08566,/ID08566,8566,Uncompress,/camera,""
00_GMV/ID08567,/ID08567,8567,Uncompress,/camera,""
00_GMV/ID08568,/ID08568,8568,Uncompress,/camera,""
00_GMV/ID08569,/ID08569,8569,Uncompress,/camera,""
00_GMV/ID08570,/ID08570,8570,Uncompress,/camera,""
00_GMV/ID08571,/ID08571,8571,Uncompress,/camera,""
00_GMV/ID08572,/ID08572,8572,Uncompress,/camera,""
