0000016c,65,"「明日の朝、俺の方が先に駅前に着いたら、
　おはようのキスですよ」","It's a goodの if I arrive in front of me tomorrow
morning.","«Это хороший случай, если я приеду передо мной
завтра утром».","Es ist gut, wenn ich morgen früh vor mir ankomme."
00000214,49,"「わ、わかってるわよ、
　確認しなくてもいいわよ」","“Well, you don’t have to check it.”","“Ну, вам не нужно его проверить. »","„Nun, Sie müssen es nicht überprüfen. „"
000002f4,28,"「私より早く来られたら、ね」","If you come earlier than me, it is.","«Если ты пришел раньше меня, то это».","Wenn du früher als ich kommst, ist es."
0000038c,32,"「素顔の冬服、きれいだったなぁ」","Winter clothes, beautiful","Зимняя одежда, красивая","Winterkleidung, schön"
00000414,36,"「もう、そんなこと思い出さなくても」","“I don’t remember that.”","- Я не помню это. »","„Ich erinnere mich nicht daran. „"
000004d4,40,"「眼鏡ぐらい、いつでも取ってあげるわよ」","I want to take glasses at any time.","«Хочу принимать очки в любое время».","Ich will jederzeit Gläser nehmen."
0000058c,61,"「あなたの顔がぼやけちゃうから、
　私はちょっぴり寂しいけど」","I'm a little lonely because your face isちゃed.","Я немного одиноко, потому что ваше лицо ちed.","Ich bin ein wenig einsam, weil dein Gesicht
beunruhigt ist."
00000654,47,"「毎日掃除してるなんて、
　きれい好きですよね」","I like cleaning every day.","Мне нравится уборка каждый день.","Ich mag jeden Tag Reinigung."
000006d0,55,"「そうでもないのよ。
　気になると、先送りできないだけ」","I'm not. If you are concerned, you can't forward","- Я не. Если вы обеспокоены, то вы не можете
вперед","Ich bin es nicht. Wenn Sie sich Sorgen machen,
können Sie nicht weiterleiten"
000007a0,32,"「ルーズなことが嫌いなのよね～」","“I don’t like loose things.”","«Я не люблю терять вещи. »","„Ich mag keine losen Dinge. „"
00000874,61,"「フフッ、お互い名前で呼ぶのって、
　ちょっと恥ずかしいわね」","“I’m so embarrassed to call each other by name.”","«Я так неловко называть друг друга по имени. »","„Ich bin so peinlich, einander nach Namen zu
nennen. „"
00000950,22,"「慣れだとは思うけど」","“I think it’s used to it.”","“Я думаю, что это используется для этого. »","„Ich glaube, es ist daran gewöhnt. „"
000009a0,38,"「夜って、何時まで電話しても大丈夫？」","“I’m okay to call the phone at night?”","«Я в порядке звонить по телефону ночью? »","„Ich bin okay, das Telefon nachts anzurufen? „"
00000a14,53,"「２時までなら大丈夫よ。
　まだ勉強してると思うから」","It's okay if it's until 2 o'clock. I think I’m
still studying.","Это нормально, если это до 2 часов. Я думаю, что
я все еще учусь.","Es ist okay, wenn es bis 2 Uhr ist. Ich denke,
ich studiere immer noch."
00000abc,16,"「がんばるなぁ」","」","」","!"
00000b20,65,"「寝てる時もあるから、１時を回ったら
　メールの方がうれしいけど」","I can sleep, so when I go around 1 o'clock, I'm
sorry for the mail.","Я могу спать, так что, когда я иду около 1 часа,
я сожалею на почту.","Ich kann schlafen, also wenn ich um 1 Uhr gehe,
tut mir leid für die Post."
