00000034,26,"「っちは～、あ、九堂部長」","Cchihah, Oh, Director of Kudou","«Чиха, О, директор Куду»","Cchihah, Oh, Direktor von Kudou"
0000007c,49,"「おっ、主人公君、
　ちょうどいいところに来たな」","“Oh, you, you just came to the right place.”","«О, ты, ты просто приехал в нужное место. »","„Oh, du bist gerade an den richtigen Ort
gekommen. „"
000000dc,92,"「風の噂で聞いたぞ。
　うちの部員も顔負けの、芸術な
　写真を撮りまくっているそうじゃないか」","I heard it by wind rumors. I think our staff are
taking pictures that are artistic and unfamiliar.","Я слышал это по ветровым слухам. Я думаю, что
наши сотрудники фотографируют, что художественные
и незнакомые.","Ich hörte es von Windrügern. Ich denke, unsere
Mitarbeiter machen Bilder, die künstlerisch und
nicht vertraut sind."
00000168,22,"「そ、そんなことは…」","“What is that?”","— Что это? »","„Was ist das? „"
000001ac,78,"「隠さなくてもいい。
　同じカメラを愛好する部の部長として、
　誇らしく思うぞ」","“I don’t have to hide it.” I am proud to be the
head of the world that loves the same camera.","- Мне не нужно скрывать его. Я горжусь тем, что
глава мира любит ту же камеру».","„Ich muss es nicht verstecken.“ Ich bin stolz,
der Kopf der Welt zu sein, die dieselbe Kamera
liebt."
00000228,100,"「君がこれからも、もっとギリギリで、
　もっとエロティックな写真が撮れるよう、
　アドバイスを贈ろう」","You will continue to give advice so that you can
take more agile and more erotic photos.","Вы будете продолжать давать советы, чтобы вы
могли принимать более гибкие и более эротические
фотографии.","Sie werden weiterhin Ratschläge geben, damit Sie
agilere und erotische Fotos machen können."
000002bc,57,"「まさしくギリギリで、
　まさしくエロティックな写真を…」","It's soギ and erotic…","Этот взгляд и эротический…","Es ist so ギ und erotisch…"
00000318,65,"「学園中で、撮って、撮って、
　撮りまくってるらしいじゃないか！」","“I’m taking photos, taking photos, and taking
photos in school!”","«Я фотографирую, фотографирую и фотографирую в
школе! »","„Ich mache Fotos, Fotos und Fotos in der Schule!
„"
00000388,8,"「う…」","」","」","!"
000003c0,104,"「【君がこれからも、】もっとギリギリで、
　もっとエロティックな写真が撮れるよう、
　アドバイスを贈ろう」","“[You will continue to be] Give advice so that
you can take more agile and more erotic photos.”","«[Вы будете продолжать быть] Дайте совет, чтобы
вы могли принимать более гибкие и более
эротические фотографии. »","„[Du wirst weiter sein] Geben Sie Ratschläge,
damit Sie agiler und erotische Fotos machen
können. „"
00000458,12,"「これだ！」","!」","!」","!"
00000488,28,"「あ、ありがとうございます」","Thank you","Спасибо","Danke."
000004d4,24,"「これからも、励めよ！」","I'll continue to encourage!","Я буду продолжать поощрять!","Ich werde weiter ermutigen!"
00000034,26,"「っちは～、あ、九堂部長」","Cchihah, Oh, Director of Kudou","«Чиха, О, директор Куду»","Cchihah, Oh, Direktor von Kudou"
0000007c,49,"「おっ、主人公君、
　ちょうどいいところに来たな」","“Oh, you, you just came to the right place.”","«О, ты, ты просто приехал в нужное место. »","„Oh, du bist gerade an den richtigen Ort
gekommen. „"
000002bc,57,"「まさしくギリギリで、
　まさしくエロティックな写真を…」","It's soギ and erotic…","Этот взгляд и эротический…","Es ist so ギ und erotisch…"
00000318,65,"「学園中で、撮って、撮って、
　撮りまくってるらしいじゃないか！」","“I’m taking photos, taking photos, and taking
photos in school!”","«Я фотографирую, фотографирую и фотографирую в
школе! »","„Ich mache Fotos, Fotos und Fotos in der Schule!
„"
00000388,8,"「う…」","」","」","!"
000006bc,77,"「【君にはもう無用かもしれぬが、】
　最後に私から、究極のアドバイスを贈ろう」","[You may not use it anymore, but I will give you
the ultimate advice.","[Вы не можете использовать его больше, но я дам
вам окончательный совет.","Du darfst es nicht mehr benutzen, aber ich werde
dir den ultimativen Rat geben."
00000458,12,"「これだ！」","!」","!」","!"
00000768,30,"「あ、ありがとうございます！」","Thank you very much!","Спасибо большое!","Vielen Dank!"
000007b4,42,"「これでもう、私から教えることは何もない」","“No more, I don’t have anything from me.”","«Нет больше, у меня нет ничего от меня. »","„Nein, ich habe nichts von mir. „"
0000080c,28,"「私を越えて行けよ、主人公」","Go beyond me, I'm sorry.","- Иди за мной, я сожалею.","Geh über mich hinaus, es tut mir leid."
00000858,20,"「では、失礼する！」","I'm sorry!","- Прости!","Es tut mir leid!"
