0000021c,32,"「え～と、このゴミ袋は１－Ｃね」","And this garbage bag is 1-C","И этот мусорный пакет 1-C","Und diese Mülltasche ist 1-C"
000002cc,61,"「うん…ビン、カン、ペットボトル…
　ちゃんと分別されてるわ」","Yes… Bottles, Cans, Plastic Bottles… I'm
separated by them.","Да… Бутылки, банки, пластиковые бутылки… Я
отделен ими.","Ja… Flaschen, Dosen, Plastikflaschen… Ich bin
von ihnen getrennt."
000003a8,22,"「こっちのゴミ袋は…」","This garbage bag is…","Это мусорная сумка…","Dieser Müllsack ist…"
000003e0,34,"「室戸先輩、何やってるんですか？」","“What are you doing?”","— Что ты делаешь? »","„Was machst du da? „"
000005d0,24,"「ゴミの分別チェックよ」","Check garbage separation","Проверьте разделение мусора","Mülltrennung überprüfen"
00000618,49,"「え…生徒会って、そんなことも
　やるんですか？」","“Yes…Do you do that?","— Да… Ты это делаешь?","Ja… tun Sie das?"
00000698,55,"「やるわよ。光河学園は、生徒の自主運営が
　身上だから」","。 Gwangju Gakuen is a student's program that is
self-managed.","。 Gwangju Gakuen - программа студента, которая
самоуправляема.","。 Gwangju Gakuen ist ein studentisches Programm,
das selbst verwaltet wird."
00000764,69,"「みんなの学園なんだもの。
　自主的にきれいにしていくべきでしょう？」","Everyone is a school. Do you want to clean your
skin?","«Каждый – школа». Хотите очистить кожу?","Jeder ist eine Schule. Möchten Sie Ihre Haut
reinigen?"
00000818,22,"「それは…そうですね」","“It’s right…”","«Это правильно… »","„Es ist richtig… „"
00000870,77,"「実は、透明なゴミ袋の導入を議決したのって
　私が生徒会長になってからなのよ」","“In fact, I decided to introduce a transparent
garbage bag because I became a student president.”","«На самом деле я решил ввести прозрачный мусорный
пакет, потому что я стал студенческим президентом.
»","„In der Tat entschied ich mich, eine transparente
Mülltasche einzuführen, weil ich Student Präsident
wurde. „"
0000093c,20,"「そうなんですか？」","What is it?","Что это?","Was ist los?"
00000994,112,"「ええ。だから、私にも責任があるし、
　美化清掃委員だけに任せず、私も
　分別チェックの持ち回りに参加してるのよ」","Home So I’m also responsible for it, and I’m not
only responsible for the cleaning committee, and
I’m also involved in different checks.”","Домой Так что я также отвечаю за это, и я не
только ответственен за Комитет по очистке, и я
также вовлечен в различные проверки. »","Home So bin ich auch dafür verantwortlich, und
ich bin nicht nur für den Reinigungsausschuss
verantwortlich, und ich bin auch an verschiedenen
Kontrollen beteiligt. „"
00000ab4,16,"「…大変ですね」","… It's hard!","… Это трудно!","… Es ist hart!"
00000b30,100,"「そうでもないわよ。
　誰かがやらなきゃならないことだし、
　学園がきれいになるんだもの、うれしいわ」","I'm not. I need to do something, and the school
is clean.","- Я не. Мне нужно что-то сделать, а школа чистая.","Ich bin es nicht. Ich muss etwas tun, und die
Schule ist sauber."
00000c88,61,"「みんなは嫌かもしれないけどね。
　分別をチェックされるのは」","“Everyone may be disliked.” Check the sorting","«Каждый может не понравиться». Проверить
сортировку","„Jeder mag nicht gefallen sein.“ Überprüfen Sie
die Sortierung"
00000d90,120,"「けど、こうしてゴミ袋越しに、チェックが
　できるようになったおかげで、間違えて
　捨ててないか、把握しやすくなったし…」","But this way, thanks to the ability to check over
the garbage bag, I made it easy to understand
whether I can not throw away mistakes …","«Но таким образом, благодаря способности
проверять мусорный мешок, я сделал его легко
понять, не могу ли я выбросить ошибки …»","Aber so, dank der Fähigkeit, über den Müllbeutel
zu überprüfen, machte ich es einfach zu verstehen,
ob ich Fehler nicht wegwerfen kann …"
00000ebc,32,"「分別率も飛躍的に上がったのよ」","The dividend rate also increased dramatically.","Стоимость дивидендов также резко увеличилась.","Die Dividendenquote stieg auch dramatisch an."
00000f0c,10,"「へ～っ」","」","」","!"
00000fa8,55,"「あなたのクラスは、いつもきちんと
　分別されてるわね」","Your class is always properly divided.","Ваш класс всегда правильно разделен.","Ihre Klasse ist immer richtig geteilt."
00001090,55,"「きっと、新見さんが
　しっかりしてるおかげじゃない？」","“Isn’t you sure that Shinmi is doing it?”","«Вы не уверены, что Shinmi это делает? »","„Sind Sie nicht sicher, dass Shinmi es tut? „"
00001110,22,"「たぶん…そうですね」","“Maybe…Is it?”","“Может быть…Это? »","„Maybe… Ist es? „"
000011b8,86,"「彼女って、成績が常に上位で、
　テニスもがんばってて、
　まぶしいくらいまっすぐで…」","“She is always top, and she is also playing
tennis…”","«Она всегда топ, и она тоже играет в теннис… »","„Sie ist immer top, und sie spielt auch Tennis…
„"
000012b0,34,"「クラスでも人気あるんじゃない？」","“Is it popular in class?”","«Это популярно в классе? »","„Ist es in der Klasse beliebt? „"
0000131c,38,"「新見さんのこと、知ってるんですか？」","“Do you know about Shinmi?”","- Знаешь ли ты о Шинми? »","„Wissen Sie über Shinmi? „"
000013c0,94,"「もちろんよ。成績が常に上位で、
　テニスもがんばってて、
　まぶしいくらいまっすぐな子だもの」","Of course. “I’m always up, I’ve got a lot of
tennis, and I’m a straight child.”","Конечно. «Я всегда вверх, у меня много тенниса,
и я прямой ребенок. »","Natürlich. „Ich bin immer auf, ich habe eine
Menge Tennis, und ich bin ein gerades Kind. „"
000012b0,34,"「クラスでも人気あるんじゃない？」","“Is it popular in class?”","«Это популярно в классе? »","„Ist es in der Klasse beliebt? „"
0000151c,42,"「…そうですね。いつも周りに人がいますよ」","… Yes. I always have people around.","… Да. У меня всегда есть люди вокруг.","… Ja. Ich habe immer Leute."
00001594,47,"「でしょうね。
　いいことだわ、人望があるって」","It's right. It is good to say that there is a
desire for people.","Это правильно. Хорошо сказать, что есть желание
для людей.","Es stimmt. Es ist gut zu sagen, dass es einen
Wunsch nach Menschen gibt."
00001670,36,"「まさに、模範的な光河学園の生徒よ」","“It’s just an exe、ary school student.”","«Это просто эксе, студент школы. »","„Es ist nur ein exearyary Schüler. „"
000017c0,10,"「はは…」","」","」","!"
00001830,16,"「それじゃあね」","It's it!","- Это!","Das ist es!"
00001870,18,"「あ、失礼します」","Oh, I'm sorry.","- О, я сожалею.","Oh, es tut mir leid."
00001950,32,"（真面目だよなぁ、室戸先輩って）","(It's true, I'm a senior Muroto)","(Это правда, я старший Muroto)","(Es ist wahr, ich bin ein Senior Muroto)"
