00000328,32,"「自分のいいところ？　う～ん…」","What's your good point? Hmm …","",""
000003c8,30,"「マイペースなところ…かなぁ」","I wonder if it's my own pace …","",""
00000500,26,"「そ、そう？　ありがとう」","Yes, that's right? Thank you.","",""
000005a4,42,"「柚ノ木さんって、その…モテそうだよね？」","Yuzunogi-san is … that's right, isn't it?","",""
00000634,32,"「え？　そ、そんなことないわよ」","Eh? That's not true.","",""
00000870,32,"「恋って、よくわからないけど…」","I don't really understand love …","",""
000008f0,36,"「そ、そうね…きっとそんな感じよね」","Well, that's right … I'm sure it's like that.","",""
00000a20,26,"「えっ？　理想のタイプ？」","What? The ideal type?","",""
00000b74,38,"「柚ノ木さんって、恋に一途そうだよね」","Yuzunogi-san seems to be in love, right?","",""
00000be8,28,"「え？　う、うん…そうかも」","Eh? Yeah … maybe.","",""
00000cb8,42,"「好きな人のことは、全部信じちゃうと思う」","I think I believe in everything I like.","",""
00000e58,34,"「おじいちゃん？　同居してるの？」","Grandpa? Are you living together?","",""
00001050,16,"「え？　私は…」","Eh? I am …","",""
000011c4,20,"「恋…する時って…」","When you fall in love …","",""
0000144c,30,"「当ててくれて…うれしかった」","I was happy to guess …","",""
00001500,10,"「フフッ」","Huh","",""
0000152c,16,"「どうかした？」","What's wrong?","",""
00001574,16,"「え？　その…」","What? That …","",""
00001610,8,"「あ…」","a…","",""
0000163c,34,"「ご、ごめんね、変なこと言って…」","Sorry, I'm sorry to say something strange …","",""
0000168c,14,"「い、いや…」","No…","",""
00001774,24,"「えっ？　…そ、そう？」","Eh? … Oh, right?","",""
00001808,34,"「優しいし、家庭的だし、完璧だよ」","It's kind, homely, and perfect.","",""
00001888,26,"「もう…それはほめすぎよ」","Already … it's too complimented.","",""
00001a94,8,"「え？」","e?","",""
00001afc,24,"「絶対……いいと…思う」","Absolutely … I think …","",""
00001ba0,28,"「恋って……したいと思う？」","Do you want to fall in love …?","",""
00001c14,20,"「え？　う、うん…」","Eh? Uh, yeah …","",""
00001d7c,26,"「恋って、思うんだけど…」","I think I'm in love …","",""
