000001c4,18,"「じゃあ、ここで」","Here","Здесь","Hier"
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
0000025c,34,"「気をつけて帰るようにね。またね」","Be careful and come back. Comment","- Будьте осторожны и возвращайтесь. Комментарий","Sei vorsichtig und komm zurück. Anmerkung"
00000310,20,"「はい。失礼します」","Yes.","Да.","Ja."
00000394,20,"「じゃあ、ここでね」","Yes, here.","- Да, вот.","Ja, hier."
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
00000464,30,"「気をつけて帰ってね。またね」","I'm going back home. Comment","- Я вернусь домой. Комментарий","Ich gehe nach Hause. Anmerkung"
00000310,20,"「はい。失礼します」","Yes.","Да.","Ja."
000005a8,20,"「…じゃあ、ここで」","…Here","…Здесь","… hier"
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
00000660,16,"「それじゃあね」","It's it!","- Это!","Das ist es!"
000006a0,16,"「…失礼します」","…I'm sorry.","-- Я сожалею.","… Es tut mir leid."
00000734,22,"「…じゃあ、ここでね」","…I'm here.","- Я здесь.","…ich bin hier."
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
000007ec,32,"「気をつけて帰ってね。…またね」","I'm going back home. 」","- Я вернусь домой. 」","Ich gehe nach Hause. !"
0000087c,14,"「失礼します」","I'm sorry.","- Прости.","Es tut mir leid."
00000394,20,"「じゃあ、ここでね」","Yes, here.","- Да, вот.","Ja, hier."
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
00000a04,14,"「ええ、また」","」","」","!"
00000394,20,"「じゃあ、ここでね」","Yes, here.","- Да, вот.","Ja, hier."
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
00000b8c,22,"「気をつけて帰ってね」","I'm back with care.","- Я вернулся с заботой.","Ich bin wieder mit Sorgfalt."
00000310,20,"「はい。失礼します」","Yes.","Да.","Ja."
00000394,20,"「じゃあ、ここでね」","Yes, here.","- Да, вот.","Ja, hier."
0000020c,14,"「そうですね」","“Yes, right?”","— Да, правда? »","„Ja, richtig? „"
00000464,30,"「気をつけて帰ってね。またね」","I'm going back home. Comment","- Я вернусь домой. Комментарий","Ich gehe nach Hause. Anmerkung"
00000310,20,"「はい。失礼します」","Yes.","Да.","Ja."
00000eb4,34,"（もう一つ、盛り上がらなかったな）","Sorry, this entry is only available in 日本語.","Извините, этот техт доступен только в “日本語”.","Leider ist dieser Eintrag nur in 日本語 verfügbar."
