00000310,40,"「昼休みに勉強なんて、結構真面目だよな」","","",""
00000398,59,"「この間のことですか？
　特にやることがなかっただけなんで」","","",""
00000438,42,"「実原って、１日何時間ぐらい勉強してる？」","","",""
000004b4,28,"「毎日なんてやらないですよ」","","",""
0000052c,16,"「そうなのか？」","","",""
0000058c,42,"「宿題が出れば、仕方ないのでやりますけど」","","",""
00000634,28,"「実原の得意教科って何だ？」","","",""
000006a4,20,"「特にないですけど」","","",""
000006e8,20,"「強いて言うなら？」","","",""
0000074c,38,"「数学…ですね。理系の方が好きなんで」","","",""
00000808,40,"「夏休みの宿題って、ちゃんとやったか？」","","",""
00000890,67,"「やりましたよ。中学と違い、
　量が多かったので、嫌になりましたが」","","",""
00000960,32,"「実原って、成績はどうなんだ？」","","",""
000009e0,36,"「普通です。良くもなく、悪くもなく」","","",""
00000a34,47,"「そうなのか？　結構、良さそうに
　見えるけど」","","",""
00000ab0,45,"「それは、気のせいです。
　勉強、嫌いなんで」","","",""
00000b44,14,"「勉強って…」","","",""
00000bb0,32,"「まぁ、やらざるを得ませんから」","","",""
00000c4c,36,"「実原って、英語が苦手だったんだな」","","",""
00000cd0,8,"「う…」","","",""
00000cfc,49,"「わからないところがあったら、
　教えてやるぞ？」","","",""
00000d7c,22,"「余計なお世話なんで」","","",""
00000dd4,69,"「それに、先輩は、人に教えられるほど、
　英語の成績がいいんですか？」","","",""
00000e88,26,"「う…痛いところを突くな」","","",""
00000edc,30,"「一番眠くなる授業って何だ？」","","",""
00000f58,47,"「体育の後の英語ですね。
　猛烈に眠くなります」","","",""
00000fec,38,"「喜多川先生の授業って、受けてるか？」","","",""
00001064,18,"「受けてますが？」","","",""
000010a4,24,"「小テスト、多いだろ？」","","",""
00001100,14,"「多いですね」","","",""
0000113c,55,"「うちなんか、担任だから、
　容赦なく小テストだらけだ」","","",""
000011c0,22,"「それは…大変ですね」","","",""
00001210,40,"「実原って、進学塾に通ったことあるか？」","","",""
00001298,69,"「ないです。何で好きこのんで
　勉強しに行かなきゃならないんですか？」","","",""
00001340,28,"「親に行かされなかったか？」","","",""
000013ac,57,"「幼稚園の時、お受験の英語教室には
　入れられましたけど」","","",""
00001434,18,"「嫌な思い出です」","","",""
000014bc,71,"「２年生って、大学受験の準備とか、
　もう始まってるんじゃないですか？」","","",""
0000155c,106,"「やってるヤツはいるよ。けど、去年、
　高校受験が終わったばかりなのに、
　なかなかそんな気になれないよな」","","",""
00001614,16,"「…わかります」","","",""
00001660,20,"「この間、授業で…」","","",""
000016d4,28,"「意外と真面目ですね、先輩」","","",""
00001788,53,"「１人居残って補習授業だなんて、
　恥ずかしいですね」","","",""
000017ec,38,"「新学期になって、成績落ちてるんだよ」","","",""
00001854,57,"「カメラにかまけすぎですね。
　中間テストは赤点確定かと」","","",""
000018e8,24,"「くそ～、言い返せない」","","",""
0000193c,34,"「実原って、英語の成績悪いんだな」","","",""
