000000e8,22,"「ま、また電話なの？」","“Where is the phone?”","— Где телефон? »","„Wo ist das Telefon? „"
00000134,18,"「す、すみません」","“I don’t know it.”","«Я не знаю. »","„Ich weiß es nicht. „"
000001bc,18,"「また電話なの？」","“What’s the phone?”","— Что такое телефон? »","„Was ist das Telefon? „"
000001f8,34,"「すみません、出てもいいですか？」","“I don’t know, can I come out?”","«Я не знаю, могу ли я выйти? »","„Ich weiß nicht, kann ich rauskommen? „"
00000278,28,"「ええ、もちろんいいけど…」","Yes, of course, it's good …","Да, конечно, это хорошо …","Ja, natürlich ist es gut…"
000002d8,53,"「あ、すみません、電話が…。
　ちょっといいですか？」","Oh, I don't know, the phone ….","О, я не знаю, телефон ….","Oh, ich weiß nicht, das Telefon…"
0000036c,8,"「ええ」","」","」","!"
00000454,30,"（果音だ。どうしたんだろう？）","Sound How do I get it?)","Звук Как это сделать?)","Ton Wie bekomme ich es?)"
000004a8,12,"「もしもし」","」","」","!"
000004d8,34,"「あ、にいやん？　どこにいんの？」","“Where is it?”","— Где это? »","„Wo ist es? „"
00000528,14,"「どこって…」","“Where…”","«Где…»","„Wo…“"
00000564,82,"「今日は一緒に海へ行く約束だよ。
　私、もう準備万端なんだから。
　早く行こうよ～」","Today is the promise of the sea. I'm already
ready. Let's go soon!","Сегодня обещание моря. Я уже готов. Поехали!","Heute ist das Versprechen des Meeres. Ich bin
schon bereit. Gehen wir bald!"
000005e4,40,"（う…しまった。果音とも約束してたんだ）","。 I promised the sound)","。 Я обещал звук)","。 Ich habe den Klang versprochen"
0000063c,84,"「１時に家を出る約束だったのに、
　なかなか帰ってこないんだもん。
　電話しちゃった」","It was a promise to leave home at 1 time, but I
can't come back easily. Contact Us","«Это было обещание покинуть дом в 1 раз, но я не
могу легко вернуться. Связаться с нами","Es war ein Versprechen, zum ersten Mal nach
Hause zu gehen, aber ich kann nicht leicht
zurückkommen. Kontaktieren Sie uns"
000006b4,36,"「ごめん……その……約束忘れてて…」","I'm sorry… I'm forgot my promise…","- Прости… Я забыл свое обещание…","Es tut mir leid… Ich habe mein Versprechen
vergessen…"
00000708,55,"「えっ？　約束忘れてた？
　そうなの！？　ひどぉおい！」","I forgot my promise? That's right!? Oh!!","- Я забыл свое обещание? Это правильно!? О!!","Ich habe mein Versprechen vergessen? Stimmt's?
Oh!!"
00000760,10,"「悪い…」","“Bad…”","«Бад…»","„Bad…“"
00000798,73,"「かわいい妹との約束を忘れるなんて、
　信じらんない。今、どこにいんの？」","“I don’t believe that I forget my promise with a
cute sister.” Where is it?","«Я не верю, что забуду свое обещание с милой
сестрой». Где это?","„Ich glaube nicht, dass ich mein Versprechen mit
einer süßen Schwester vergesse.“ Wo ist es?"
00000804,55,"「それは…その……ちょっと…
　すぐには帰れない場所だ」","“It’s a place where you can’t come back soon.”","«Это место, где вы не можете скоро вернуться. »","„Es ist ein Ort, wo man nicht bald zurückkommen
kann. „"
00000868,32,"「ふうん……そう。まぁ、いいや」","…… Comment","……… Комментарий","… Anmerkung"
000008b8,38,"「にいやんなんか知らない！　バカァ！」","I don't know anything! Home","Я ничего не знаю! Начало","Ich weiß nichts! Home"
0000093c,20,"（まずかったなぁ…）","(I'm sorry…)","(Я сожалею…)","(Es tut mir leid…)"
00000a54,24,"「えっ！？　ま、また？」","“What’s it?”","- Что это? »","„Was ist das? „"
00000134,18,"「す、すみません」","“I don’t know it.”","«Я не знаю. »","„Ich weiß es nicht. „"
000000e8,22,"「ま、また電話なの？」","“Where is the phone?”","— Где телефон? »","„Wo ist das Telefon? „"
00000134,18,"「す、すみません」","“I don’t know it.”","«Я не знаю. »","„Ich weiß es nicht. „"
