0000012c,63,"（もちろん室戸先輩だ。
　そのために、俺はあの写真を撮ったんだ）","(Of course, it is the senior of Muroto.) For that
reason, I took that picture)","(Конечно, это старший из Мурото.) По этой причине
я взял эту картину)","(Natürlich ist es der Senior von Muroto.) Aus
diesem Grund habe ich das Bild gemacht)"
00000204,59,"決意を胸に外へ出ると、
まぶしいぐらいの青空が広がっていた。","When I went out to the chest with a deter。, the
blue sky was spreading.","Когда я вышел в сундук с детером。, голубое небо
распространялось.","Als ich mit einem Hirsch in die Brust ging,
breitete sich der blaue Himmel aus."
0000026c,44,"俺は、カメラを鞄に押し込み、学校へと向かう。","I push the camera into a bag and head to school.","Я толкаю камеру в сумку и голову в школу.","Ich schubse die Kamera in eine Tasche und gehe
zur Schule."
00000354,50,"新学期初日と同じ空、同じ風景。だけど、何かが違う。","The same scenery as the first day of the new
school. But something is different.","Тот же пейзаж как первый день новой школы. Но
что-то другое.","Die gleiche Landschaft wie der erste Tag der
neuen Schule. Aber etwas ist anders."
000003b4,88,"失敗を恐れ、だらだらと代わり映えのしない日々を
送っていた俺。
あんな日々はもう送らない。","I was sending a day that was not reflected in a
way that I was afraid of failure. I can't send it
anymore.","Я отправил день, который не был отражен таким
образом, что я боялся неудачи. Я больше не могу
отправить его.","Ich schickte einen Tag, der sich nicht so
widerspiegelte, dass ich Angst vor Misserfolg
hatte. Ich kann es nicht mehr senden."
0000043c,71,"うまくいっても…いかなくてもいい…。
やり直しがきかないってわかってる。","Even if it is good … I can not do it. I can't
redo it.","Даже если это хорошо … Я не могу это сделать. Я
не могу переделать это.","Selbst wenn es gut ist… kann ich es nicht tun.
Ich kann es nicht neu machen."
00000520,77,"断られれば…先輩、後輩にすら戻れないだろう。
だけど、俺は…もう後戻りしない。","If you are disconnected, you will not be able to
go back to seniors and seniors. But I don't go
back.","Если вы отключены, вы не сможете вернуться к
пожилым и старшим. Но я не вернусь.","Wenn Sie getrennt sind, können Sie nicht zurück
zu Senioren und Senioren gehen. Aber ich gehe
nicht zurück."
0000059c,96,"進まなければ、チャンスは訪れないんだ。
ただ待っていても、
シャッターチャンスが生まれないように。","I don’t have a chance to go. If you are just
waiting, you will not be able to create aシャッター.","У меня нет шанса пойти. Если вы просто ждете, вы
не сможете создать спектакль.","Ich habe keine Chance zu gehen. Wenn Sie nur
warten, werden Sie nicht in der Lage sein, eine
vollautomatisch zu erstellen."
00000698,61,"（一般客の入場まであと１時間。
　どこも準備の追い込みだなぁ）","1 hour after admission I'm ready to catch up.","Через 1 час после поступления я готов поймать.","1 Stunde nach der Zulassung bin ich bereit,
aufzuholen."
0000070c,28,"（俺も早く食堂へ行かないと）","(I don’t go to the cafeteria soon)","(Я скоро не хожу в кафетерию)","(Ich gehe nicht bald in die Cafeteria)"
000008c0,36,"「あ、室戸先輩、おはようございます」","Oh, my seniors, good morning","«О, мои пожилые люди, доброе утро»","Oh, meine Senioren, guten Morgen"
0000098c,59,"「いよいよ、学園祭当日ね。
　フォト部展の準備の方はどう？」","It is the day of the school festival. How do I
prepare for the photo exhibition?","«Это день школьного фестиваля. Как подготовиться
к фотовыставке?","Es ist der Tag des Schulfestivals. Wie bereite
ich mich auf die Fotoausstellung vor?"
00000a50,73,"「昨日のうちにほぼ終わったんで、
　あとは細かい所をチェックするだけです」","“I’m almost finished yesterday, and I’m just
going to a fine place.”","«Я почти закончил вчера, и я просто собираюсь в
прекрасное место. »","„Ich bin gestern fast fertig, und ich gehe
einfach zu einem schönen Ort. „"
00000af8,22,"「そう、順調みたいね」","Yes, it seems to be fine.","- Да, кажется, хорошо.","Ja, es scheint gut zu sein."
00000b6c,69,"「私、あなたがどんな写真を展示してるのか、
　すごく楽しみにしてるの」","“I’m looking forward to seeing what kind of
photos you’re looking for.”","«Я с нетерпением жду, чтобы увидеть, какие
фотографии вы ищете. »","„Ich freue mich darauf, zu sehen, welche Fotos
Sie suchen. „"
