000001a8,20,"「フッフッフッフッ」","Fフフ","ФБЗ","Königreich"
000001ec,112,"（亜岐をこっそり撮った写真がずいぶん
　貯まったぞ。学校の様々な場所を網羅した、
　俺だけの秘密のラブ写真たちだ）","(The photo taken by the Aki was saved.) It is a
secret love photo that covers various places of
school","(Фото, сделанное Аки, сохранено.) Это секретная
любовная фотография, которая охватывает различные
места школы","(Das Foto des Aki wurde gerettet.) Es ist ein
geheimes Liebesfoto, das verschiedene Orte der
Schule bedeckt"
000002cc,110,"（ローアングルから、ドキッとする仕草まで、
　まさに俺だけのお宝生写真！
　秘蔵のシークレットラブアルバムだ！）","(From low angles to 草ed herbs, it’s my treasure
photo! It’s a secret love album!)","(От низких углов до eded трав, это мое сокровище
фото! Это секретный альбом любви!)","(Aus niedrigen Blickwinkeln zu ausgegrabenen
Kräutern ist es mein Schatzfoto! Es ist ein
geheimes Liebesalbum!)"
000001a8,20,"「フッフッフッフッ」","Fフフ","ФБЗ","Königreich"
000001ec,112,"（亜岐をこっそり撮った写真がずいぶん
　貯まったぞ。学校の様々な場所を網羅した、
　俺だけの秘密のラブ写真たちだ）","(The photo taken by the Aki was saved.) It is a
secret love photo that covers various places of
school","(Фото, сделанное Аки, сохранено.) Это секретная
любовная фотография, которая охватывает различные
места школы","(Das Foto des Aki wurde gerettet.) Es ist ein
geheimes Liebesfoto, das verschiedene Orte der
Schule bedeckt"
000002cc,110,"（ローアングルから、ドキッとする仕草まで、
　まさに俺だけのお宝生写真！
　秘蔵のシークレットラブアルバムだ！）","(From low angles to 草ed herbs, it’s my treasure
photo! It’s a secret love album!)","(От низких углов до eded трав, это мое сокровище
фото! Это секретный альбом любви!)","(Aus niedrigen Blickwinkeln zu ausgegrabenen
Kräutern ist es mein Schatzfoto! Es ist ein
geheimes Liebesalbum!)"
00000618,10,"「えっ？」","?」","?」","?"
0000079c,41,"「ああっ！　亜岐！
　どうしてここに！？」","Oh! Aki! Why here!?","О! Аки! Почему здесь!?","Oh! Aki! Warum hier?“"
00000824,92,"「あなたがすごく機嫌良さそうに
　部室へ入っていくから。
　何かなぁと思って、ついてきたのよ」","“You’ll have to go into the club room so that
you’re very dislike. I thought it was something.","“Вы должны пойти в клубную комнату, чтобы вы
очень не любили. Я думал, что это было что-то.","„Du musst in den Clubraum gehen, damit du sehr
unähnlich bist. Ich dachte, es wäre etwas."
00000950,14,"「そ、そっか」","」","」","!"
