00000384,26,"※：なにもしていない：ＩＤ","","",""
000003d8,29,"※：なにもしていない：NOTOUCH","","",""
00000450,26,"※：タッチ時モーション変更","","",""
000004ec,30,"※：タッチ終了時モーション変更","","",""
00000598,12,"※：個別反応","","",""
0000065c,14,"タッチキス・顔","","",""
0000086c,14,"タッチキス・髪","","",""
00000a7c,10,"タッチ・腕","","",""
00000b78,16,"タッチ・首／胸元","","",""
00000c78,10,"タッチ・胸","","",""
00000d70,10,"タッチ・胴","","",""
00000e68,12,"タッチ・腰下","","",""
00000f64,12,"タッチ・背中","","",""
00001064,12,"タッチ・お尻","","",""
00001160,20,"タッチ・脚：太もも下","","",""
00001160,20,"タッチ・脚：太もも下","","",""
00001368,16,"タッチ・脚：すね","","",""
0000146c,20,"タッチ・脚：ソックス","","",""
00001574,14,"タッチキス・唇","","",""
00001878,36,"キスモード移行後、しばらく何もしない","","",""
000018d4,34,"キスモード以降後、さらに何もしない","","",""
000019b4,20,"mai13009早倉「ん…」","","",""
00001ac8,20,"mai13010早倉「あ…」","","",""
00001bdc,22,"mai13011早倉「フフッ」","","",""
00001cfc,22,"mai13012早倉「エヘッ」","","",""
00001e1c,22,"mai13013早倉「はぅぅ」","","",""
00001fd0,22,"mai13014早倉「んん？」","","",""
000020e4,20,"mai13015早倉「え…」","","",""
000021f8,26,"mai13016早倉「そ、その…」","","",""
00002330,24,"mai13017早倉「う～ん…」","","",""
000024b8,26,"mai13018早倉「きゃあっ！」","","",""
000025fc,28,"mai13019早倉「エッチ～ッ！」","","",""
0000273c,26,"mai13020早倉「ひゃあっ！」","","",""
00002880,34,"mai13021早倉「ダ、ダメですよぉ！」","","",""
00002a8c,20,"mai13022早倉「あ…」","","",""
00002bac,22,"mai13023早倉「んっ…」","","",""
00002ce0,24,"mai13024早倉「あぅっ…」","","",""
00002e1c,26,"mai13025早倉「はぅぅっ…」","","",""
00002fdc,28,"mai13026早倉「ん……う……」","","",""
000030c0,28,"mai13027早倉「あ……ん……」","","",""
000031ac,28,"mai13028早倉「ん……ん……」","","",""
0000328c,22,"mai13029早倉「フフッ」","","",""
000033b8,30,"mai13030早倉「あぅ……う……」","","",""
000034d8,30,"mai13031早倉「ん……んん……」","","",""
000035bc,30,"mai13032早倉「はぅ……う……」","","",""
000036a8,30,"mai13033早倉「くぅ……ん……」","","",""
0000382c,40,"mai10485早倉「つんつんしたくなります？」","","",""
00003970,62,"mai10486早倉「フフッ、レオタードの感触って、心地いいですよね」","","",""
00003ab4,24,"mai10487早倉「はうぅ…」","","",""
00003bf4,22,"mai10455早倉「フフッ」","","",""
00003d38,36,"mai10456早倉「何かついてましたか？」","","",""
00003e98,32,"mai10457早倉「どうしたんです？」","","",""
00004000,22,"mai10458早倉「あン！」","","",""
