000004ac,38,"「柚ノ木さんって、カラスが怖いんだね」","Yuzunogi-san is scared of crows.","«Юзуноки-сан боится своего тела».","Yuzunoki-san hat Angst vor seinem Körper."
000005c0,36,"「まぁ、男でも危ない時があるからね」","Well, there are times when even a man is dangerous.","«Ну, потому что есть опасность для человека. »","„Nun, weil es eine Gefahr für einen Mann gibt. „"
00000644,24,"「嫌よねぇ、カラスって」","I don't like crows.","«Я не люблю, это мило!»","„Ich mag es nicht, es ist süß!“"
0000094c,18,"「ははは、そっか」","Hahaha, that's right","«Он так!»","Er ist so!"
000009ac,34,"「柚ノ木さんの仲のいい友達って…」","Yuzunogi-san's good friends …","Я хороший друг Юзуноги …","Ich bin ein guter Freund von Yuzunogi …"
00000b9c,36,"「ののちゃんなんだけど…知ってる？」","I'm Nono-chan … do you know?","«Я хороший парень… Я знаю? »","„Ich bin ein guter Kerl… Ich weiß? „"
00000c24,22,"「間咲ののかのこと？」","Is it Masaki?","«Что такое Масаки? »","„Was ist Masaki? „"
00000c8c,30,"「うん、そう。知ってるんだ？」","Yeah, yes. Do you know?","。 Вы знаете?","。 Weißt du?"
00000d0c,36,"「知ってるも何も、同じ中学出身だよ」","I know nothing, but I'm from the same junior high school.","«Я знаю, я из той же младшей школы. »","„Ich weiß, ich bin von der gleichen
Junior-Hochschule. „"
00000d80,18,"「あ、そうなんだ」","Oh, that's right.","«О, это правильно. »","„Oh, das stimmt. „"
0000115c,10,"「ははは」","Hahaha","」","!"
000011a8,36,"「柚ノ木さんの好きな色って、何色？」","What color is Yuzunogi's favorite color?","Какой цвет любимый цвет Юноги?","Welche Farbe ist Yunogis Lieblingsfarbe?"
000012ec,42,"「柚ノ木さんって、普段、メイクとかする？」","Does Yuzunogi usually make up?","«Что такое Юноки? Вы обычно делаете свой
собственный макияж? »","„Was ist Yunoki? Machen Sie in der Regel Ihr
eigenes Make-up? „"
00001454,38,"「ぱっと見て、わからない程度だけどね」","At first glance, I don't understand.","- Я не знаю об этом.","Ich bin mir nicht sicher."
000014fc,18,"「１人の時って…」","When I'm alone …","Один раз…","Einmal…"
0000156c,34,"「そうね…そういう時も、大事よね」","Yeah … it's important even at that time.","«Да… Я думаю, что это то же время. »","„Ja… ich denke, das ist die gleiche Zeit. „"
00001788,28,"「素材は、天然が一番だから」","Because natural is the best material","«Материал – самый естественный. »","„Das Material ist das natürlichste. „"
000017e8,28,"「いつか、成功するといいね」","I hope someday I will succeed","«Мне нравится, когда я преуспею. »","„Ich mag es, wenn ich Erfolg habe. „"
00001858,10,"「何が？」","what?","Что нового","Was ist neu?"
00001890,16,"「スプーン曲げ」","Spoon bending","」на изгибе","Zauberbiegen"
00001a04,42,"「レシピノートって、いつからつけてるの？」","When did you start using recipe notes?","«Что такое рецепт? »","„Was ist das Rezept? „"
00001a80,14,"「中学からよ」","From junior high school","От младшей школы","Von der Junior High School"
00001abc,36,"「へ～っ、そんな前からつけてるんだ」","Hey, I've been wearing it before that.","- Эй, я ношу его спереди.","Hey, ich trage es von vorne."
00001b40,24,"「ええ、もう５冊目なの」","Yes, it's the 5th book already.","«Эх, это 5-я книга!»","„Es ist das fünfte Buch!“"
00001c78,38,"「自分を動物に例えると、何だと思う？」","What do you think of yourself as an animal?","« » Что вы думаете, если вы ставите себя в
животных? »","„ Was denken Sie, wenn Sie sich in Tiere setzen?
„"
00001cfc,38,"「私は…おっとりしたレトリバーかなぁ」","I … I wonder if it's a quiet retriever.","«Я - влажный ретривер. »","„Ich bin ein feuchter Retriver. „"
00001f10,38,"「柚ノ木さんの部屋って、どんな感じ？」","What does Yuzunogi's room look like?","- Что такое комната Юноги?","Was ist das Zimmer von Yunogi?"
00002098,30,"「手作り？　自分で作ったの？」","Handmade? Did you make it yourself?","- Я сделал это собой? »","„Ich habe es selbst gemacht? „"
000021e8,38,"「角の処理がちょっと大変なんだけどね」","It's a little difficult to handle the corners.","«Это немного трудно справиться с углу. »","„Es ist ein bisschen schwer, die Ecke zu
handhaben. „"
000022f4,38,"「月の小遣いって、いくらもらってる？」","How much do you get for your monthly allowance?","«Сколько стоит ежемесячная плата? »","„Wie viel kostet die monatliche Gebühr? „"
0000236c,20,"「１万２０００円よ」","It's 12,000 yen","12,000 иен","12.000 Yen"
000023b0,20,"「結構もらってるね」","I got a lot","- Я это делаю.","Ich mache es."
00002414,36,"「その代わり、アルバイトは禁止なの」","Instead, part-time work is prohibited.","Нет частичной работы","Keine Teilzeitbeschäftigung"
00002564,10,"「へ～っ」","Hey","」","!"
000027b8,20,"「うちも一軒家だよ」","We are also a single house.","- Это дом.","Es ist ein Haus."
00002818,18,"「フフッ、一緒ね」","Huh, together","«ФБ, я вместе. »","„F Sultan, ich bin zusammen. „"
00002898,28,"「個人的なことなんだけど…」","It's a personal thing …","“Я лично… »","„Ich bin persönlich… „"
000029d4,26,"「それで、いいと思うわよ」","That's why I think it's good.","«Я думаю, что это хорошо. »","„Ich glaube, es ist gut. „"
00002a30,32,"「柚ノ木さんの誕生日っていつ？」","When is Yuzunogi's birthday?","- Когда День рождения Юноки?","Wann ist Yunokis Geburtstag?"
00002aa4,16,"「６月２８日よ」","June 28th","28 июня","vom 28. Juni"
00002ae4,24,"「ってことは、星座は…」","That means the constellations are …","- Что такое cons、ation?","Was ist die Vermutung?"
00002b5c,12,"「かに座よ」","Cancer","」","!"
00002bb8,32,"「梨奈って、かわいい名前だよね」","Rina is a cute name, isn't it?","«Рина - милое имя. »","„Rina ist ein süßer Name. „"
00002d30,30,"「まさに…その通りになったね」","That's right … that's right.","Это правильно… это так».","Es ist richtig… So ist es."
00002db4,18,"「あ…ありがとう」","Ah … Thank you","Спасибо","Danke."
00002e48,38,"「忘れられない思い出って、何かある？」","Are there any unforgettable memories?","— Каковы ваши незабываемые воспоминания? »","„Was sind Ihre unvergesslichen Erinnerungen? „"
00002ecc,12,"「それは…」","that is…","」","!"
00002fcc,16,"「柚ノ木さん…」","Yuzunogi-san …","Юзуноки …","Yuzunoki …"
00003020,36,"「あんまり人に話してないんだけど…」","I haven't talked to many people …","«Я не говорю с тобой… »","„Ich rede nicht mit dir… „"
000030a4,34,"「いいの、そんなこと私に話して…」","Okay, tell me that …","«Я хорошо, я говорю со мной…»","Ich bin gut, ich rede mit mir…"
00003124,36,"「ちゃんと、ナイショにしておくわね」","I'll keep it properly.","Я буду держать это в 」!","Ich werde es in einem Verhalten halten!"
00003324,32,"「誰にも言えない秘密ってある？」","Is there a secret you can't tell anyone?","- Есть ли секрет, что я не могу сказать никому? »","„ Gibt es ein Geheimnis, das ich niemandem sagen
kann? „"
00003440,8,"「え？」","e?","?」","?"
0000348c,20,"「胸のほくろのこと」","Mole on the chest","Сердце сундука","Das Herz der Brust"
000034c4,14,"「あ、そっか」","Oh, that's right","」","!"
00003530,40,"「あなた以外、誰にもナイショなんだから」","Because I'm not good at anyone except you.","«Это обратная связь для всех остальных. »","„Es ist eine Oege für alle anderen. „"
000035e4,24,"「あるけど…知りたい？」","There is … do you want to know?","Я хочу знать…","Ich will wissen…"
00003654,24,"「知りたい！　教えてよ」","I want to know! Tell me","- Я хочу знать! Скажи мне»","Ich will es wissen! Sag's mir!"
000036cc,22,"「あのね…私、胸に…」","That … I'm on my chest …","«О, я в моем сердце…»","Oh, ich bin in meinem Herzen…"
00003744,16,"「む、胸に！？」","Mu, in my chest !?","- Каково ваше сердце? »","„Was ist dein Herz? „"
000037b0,22,"「…やっぱりナイショ」","… After all, Naisho","…Я завоеваю","…ich ziehe"
000037f4,30,"「え～っ、今さらそれはないよ」","Well, that's not the case anymore.","- Да, это не сейчас. »","„Ja, jetzt ist es nicht. „"
0000384c,32,"「フフッ、そのうち教えてあげる」","Huh, I'll tell you soon.","«ФБ, дайте мне знать это. »","„Vielleicht, lass es mich wissen. „"
00003a90,28,"「そっか。私の料理と一緒ね」","That's right. It's the same as my food.","。 с моей едой","。 mit meinem Essen"
00003b30,34,"「柚ノ木さんの将来の夢って、何？」","What is Yuzunogi's future dream?","- Что такое будущая мечта Юноки?","Was ist Yunokis zukünftiger Traum?"
00003bb0,22,"「私の夢？　それは…」","My dream? That is …","- Моя мечта? Это…»","„Mein Traum? Es ist…“"
00003c48,38,"「女の子向けの、小さなお店を持つこと」","Having a small shop for girls","Что иметь небольшой магазин для девочки","Was für ein kleines Geschäft für ein Mädchen
haben"
00003ea0,38,"「いいね…その夢。柚ノ木さんらしいよ」","Like … that dream. It seems to be Mr. Yuzunogi.","Нравится Это мечта. Кажется, Юзуноки.","Wie Dieser Traum. Es scheint Yuzunoki zu sein."
00003fb8,36,"「そんなことない。きっと実現するよ」","That's not the case. I'm sure it will happen.","- Я это не делаю. Уверен, вы сможете это сделать.","„Das tue ich nicht.“ Ich bin sicher, du wirst es
tun können."
00004034,16,"「…ありがとう」","…Thank you","Спасибо","Danke."
00004088,30,"「将来って、わからないけど…」","I don't know the future …","«Я не знаю, что делать в будущем… »","„Ich weiß nicht, was ich in der Zukunft tun
soll… „"
00000318,88,"「柚ノ木さんって、誰にも言われないのに、
　ポスターを貼り直したりとか、
　几帳面だよね」","“Yuzunoki-san is not told by anyone, but it’s
really important to reapply posters.”","«Юзуноки-сан никому не сказал, но очень важно
повторить постеры. »","„Yuzunoki-san wird von niemandem erzählt, aber es
ist wirklich wichtig, Plakate wiederzubeleben. „"
000003c4,90,"「フフッ、そうよ。
　のんびりしてるってよく言われるけど、
　意外ときっちりしてるんだから」","“Oh!” I often say that I'm leisurely, but I'm
surprisingly doing it.","“О!” Я часто говорю, что я неспешно, но я
удивительно делаю это.”","„Oh!“ sage ich oft, dass ich gerne bin, aber ich
mache es überraschend.“"
00000524,76,"「だって、こっちをにらむし、
　くちばしがとがってるんだもの。
　怖いわよぉ」","“So, I’m here, and I’m here.","«Так, я здесь, и я здесь.","„Ich bin also hier, und ich bin hier."
000006ac,47,"「いつか、かわいいビーグルが
　飼えるといいね」","“I like to keep cute beagle.”","“Мне нравится держать милые бусины. »","„Ich mag es, süße Biber zu halten. „"
