000002cc,18,"「光河学園って…」","Graduate School","Высшая школа","Graduate School"
0000032c,38,"「え？　ええ、そうとは思うんだけど…」","Yes, I think it is…","- Да, я думаю, что это…","Ja, ich glaube, es ist…"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000434,18,"「勉強といえば…」","Study」…","Студия 」…","Study!"
000004a4,53,"「そ、そう？　一概にそうとは言えないと
　思うけど？」","“Well, right? I think I can’t say that in
general?”","— Ну, правда? Я думаю, что я не могу сказать, что
в целом? »","„Nun, richtig? Ich glaube, ich kann das nicht
generell sagen? „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
000005d4,20,"「この街といえば…」","The city of this…","«Город этого…»","Die Stadt dieses…"
00000654,42,"「そうなの？　もうひとつ実感がないけど…」","“Is it? I don’t have any other feelings.”","— Это? У меня нет других чувств. »","„Ist es? Ich habe keine anderen Gefühle. „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000750,34,"「この間、テレビで見たんだけど…」","“I saw it on TV…”","«Я видел это на ТВ…»","„Ich habe es im Fernsehen gesehen…“"
000007d0,36,"「最近、テレビはあまり見てなくて…」","Recently, TV has not seen much…","В последнее время телевизор не видел много…","Anscheinend hat TV nicht viel gesehen…"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000888,40,"「この間、本屋で立ち読みしたんだけど…」","I read this time in the bookstore…","Я прочитал это время в книжном магазине…","Ich habe dieses Mal im Buchladen gelesen…"
00000910,22,"「ふうん……それで？」","“I’m here?”","- Я здесь? »","„Ich bin hier? „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
000009f8,18,"「休みの日って…」","Closed day…","Закрытый день…","Geschlossener Tag…"
00000a64,57,"「う～ん…もっと有意義に過ごした方が、
　いいと思うけど」","“Oh… I think it’s better to be more
meaningful.”","«О… Я думаю, что лучше быть более значимым. »","„Oh… ich denke, es ist besser, sinnvoller zu
sein. „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000b88,28,"「運動って、思うんだけど…」","“I think of exercise…”","«Я думаю об упражнениях… »","„Ich denke an Übung… „"
00000c10,30,"「え？　まぁ…そんな感じよね」","“Well, it’s like that.”","— Ну, это так. »","„Nun, so ist es. „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000d1c,18,"「水泳といえば…」","Swimming Song…","Скорая песня…","Swimming Song…"
00000d7c,28,"「それはそうなんだけど…ね」","It's right…","«Это правильно…»","Es ist richtig…"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000e60,18,"「健康といえば…」","Health」…","«Здоровье 」…»","Gesundheit!"
00000ec0,22,"「え、ええ、そうよね」","“Oh, yeah, right?”","«О, да, верно? »","Oh, ja, richtig? „"
000003d0,38,"（話すタイミングがイマイチだったか…）","(Is it easy to talk…)","(Я легко говорить…)","(Ist es einfach zu reden…)"
00000fb0,42,"「この間、食べたスナック菓子なんだけど…」","I'm a snack confectioner between this time…","«Я закусочный кондитер между этим временем…»","Ich bin ein Snack-Konditor zwischen dieser
Zeit…"
00001034,34,"「ふうん……あまり興味がないわね」","“I don’t have much interest.”","«У меня нет большого интереса. »","„Ich habe nicht viel Interesse. „"
