00000360,34,"「あ、喜多川先生が言ってたこと？」","Oh, what did Professor Kitagawa say?","",""
00000514,26,"「１、２時間ぐらい…かな」","I think it's about an hour or two …","",""
0000058c,36,"「へ～っ、ちゃんとやってるんだなぁ」","Hey, I'm doing it properly.","",""
00000610,24,"「勉強、好きだから、私」","I like studying, so I","",""
00000674,34,"「夏休みの宿題って、もう出した？」","Have you done your summer vacation homework yet?","",""
000007cc,20,"「普通…そうよね？」","Normal … right?","",""
0000080c,36,"「も、もちろん、そうだよね。はは…」","But, of course, that's right. Haha …","",""
0000087c,10,"「フフッ」","Huh","",""
000008fc,34,"「柚ノ木さんの得意教科って、何？」","What is Yuzunogi's specialty subject?","",""
00000b90,42,"「大谷先生って、明るくて楽しい感じだよね」","Mr. Otani feels bright and fun.","",""
00000cb0,20,"「この間、授業で…」","The other day, in class …","",""
00000d90,32,"「フフッ、いいこと聞いちゃった」","Huh, I heard a good thing.","",""
00000ecc,34,"「フフッ、お役に立ててよかったわ」","Huh, I'm glad it helped you.","",""
00000f44,22,"「勉強、できるんだね」","You can study, right?","",""
00000fc0,24,"「ううん、そんなこと…」","Yeah, that's …","",""
00001030,36,"「この間、習ったばかりだったからよ」","I just learned the other day.","",""
00001348,36,"「先生の朗読が子守歌に聞こえてね～」","You can hear the teacher's reading as a lullaby ~","",""
000013cc,38,"「言わないで～。また、眠っちゃいそう」","Don't tell me. I'm going to sleep again.","",""
0000147c,32,"「予習って、ちゃんとやってる？」","Are you doing the preparation properly?","",""
000014f0,20,"「ううん、あんまり」","Yeah, not much","",""
00001670,40,"「柚ノ木さんの親って、成績に厳しい方？」","Yuzunogi-san's parents are strict in their grades?","",""
000016ec,20,"「ううん、ちっとも」","Yeah, a little","",""
0000188c,30,"「進学塾って行ったことある？」","Have you ever been to a cram school?","",""
00001ac4,10,"「ははは」","Hahaha","",""
00001bac,34,"「うん、私もテストは苦手だけど…」","Yeah, I'm not good at testing either …","",""
00001d18,20,"「毎日の勉強って…」","Everyday study …","",""
00001d78,36,"「フフッ、すごいわね。感心しちゃう」","Huh, that's amazing. I'm impressed.","",""
00001e14,24,"「苦手な教科ってある？」","Are there any subjects you are not good at?","",""
00001e70,10,"「生物よ」","It's a living thing","",""
00001ea8,22,"「生物？　どうして？」","Biology? Why?","",""
00002144,36,"「そっか…俺も解剖は苦手だったなぁ」","Oh … I wasn't good at dissection either.","",""
000021b4,38,"「すごく…命について考えさせられたわ」","Very … I was made to think about life.","",""
00002474,20,"「ははは、そうだね」","Haha, that's right.","",""
000024cc,38,"「柚ノ木さんって、大学へ行くつもり？」","Mr. Yuzu is going to college?","",""
000026dc,32,"「一緒の大学へ行けるといいわね」","I hope I can go to the same university","",""
00002734,40,"（それは…猛勉強しなきゃってことだな…）","(That means … I have to study hard …)","",""
00002838,14,"「あ、そうね」","Oh, that's right.","",""
00002ac8,18,"「勉強と言えば…」","Speaking of studying …","",""
00002cf8,22,"「３時間ぐらい、かな」","I think it's about 3 hours.","",""
00003038,30,"「一緒に、先生に聞きに行く？」","Would you like to ask the teacher together?","",""
00003110,22,"「フフッ、すれすれね」","Huh, I'm so close.","",""
00003254,18,"「いいね、誘うよ」","Like, I'll invite you","",""
000032c4,18,"「うん、待ってる」","Yeah, I'm waiting","",""
00003320,20,"「テスト勉強って…」","Study for a test …","",""
00003380,36,"「フフッ、一緒にがんばりましょうね」","Huh, let's do our best together.","",""
000002d4,63,"「柚ノ木さんって、うっかりミスがなければ、
　成績いいんだなぁ」","","",""
000003cc,67,"「フフッ、うっかりミスは直らないから、
　成績はもうひとつなままよ」","","",""
00000484,49,"「柚ノ木さんって、
　１日どれぐらい勉強してる？」","","",""
000006f4,63,"「ええ、もちろん。どの教科も、
　最初の授業の時に出したわよ？」","","",""
0000097c,47,"「得意って言うか、好きなのは…
　英語と数学ね」","","",""
00000a30,51,"「えっ！？　英数、両方とも
　バッチリってことだ！」","","",""
00000ab4,59,"「ううん、好きってだけ。
　成績はいいってわけじゃないから」","","",""
00000c04,55,"「ええ、とっても。女子からも、男子からも
　人気よね～」","","",""
00000d14,51,"「あ、そこって、まだうちのクラスは
　習ってないわ」","","",""
00000e34,88,"「そうそう、図書室で数学を教えてくれて、
　助かったよ。おかげで宿題を忘れずに
　すんだ」","","",""
000010a4,77,"「ののかの補習授業につき合ってやるなんて、
　人がいいよね～、柚ノ木さんって」","","",""
0000113c,47,"「フフッ、喜多川先生の授業って、
　楽しいもの」","","",""
000011ec,47,"「古文の福沢先生の授業って、
　眠くなるよね～」","","",""
0000126c,81,"「あ…うん。寝ちゃダメ、寝ちゃダメって
　思うんだけど、体育のあとなんか、つい…」","","",""
0000159c,75,"「教えてもらう前に勉強するのって、
　よくわからなくて、楽しくないんだもの」","","",""
00001788,84,"「お父さんからも、お母さんからも、
　甘やかされて、ちやほやされて、
　育っちゃった」","","",""
000018fc,67,"「ううん、勉強は好きだけど、
　テスト勉強はあまり好きじゃないから」","","",""
000019f0,77,"「引っかけ問題とか、ひどいわよね。
　私なんか、すぐ引っかかっちゃうんだから」","","",""
00001b10,61,"「喜多川先生の授業って、
　小テストが多くて、嫌になるよね～」","","",""
00001c34,90,"「プライベートな時間を削って、
　作ってくださってるんだもの、
　精一杯がんばろうって思う」","","",""
00001f1c,69,"「中学の時、カエルの解剖を
　やらされたんだけど、もうかわいそうで…」","","",""
00002010,67,"「だって、私が解剖したって、
　学術的な発展は、何もないじゃない？」","","",""
000020ac,53,"「料理して食べるわけでもないし、
　もう、つらくて…」","","",""
00002230,55,"「そう言う意味では、
　いい勉強になった気はするけど…」","","",""
000022e4,61,"「桃子先生って、まだ教育実習生なのに、
　教えるの上手よね～」","","",""
000023bc,65,"「私たちと年が近くて、感覚が同じなのが
　いいのかもしれないわね」","","",""
00002550,67,"「ええ、親が行きなさいって言うし、
　入れるところへ行こうかなって」","","",""
0000261c,14,"「\p01君は？」","","",""
00002658,49,"「俺も、まぁ…そうかな。
　入れるところへ行くよ」","","",""
000027a0,59,"「教科書も電子化されれば、
　持ち歩くのが楽なんだけどなぁ」","","",""
000028ac,86,"「重くて、とてもじゃないけど、
　その日の教科書を
　すべて持ち歩くのは、無理だものね」","","",""
00002978,83,"「…ん？　待てよ。その端末を持ってくるのを
　忘れたら、全教科忘れたことになるのか」","","",""
00002a28,72,"「うわぁ。
　私、うっかり忘れちゃうことってあるから、
　向いてないかも」","","",""
00002b2c,82,"「うんうん、わからないところが、
　わかるようになると、
　ちょっとうれしいわよね」","","",""
00002c6c,47,"「定期試験前って、
　何時間ぐらい勉強してる？」","","",""
00002d74,94,"「さすがに試験前は、リビングで
　のんびりしてると、お母さんに怒られるの。
　勉強しなさいって」","","",""
00002e68,65,"「まいったよ、この間、授業で習ったところが
　よくわからなくて…」","","",""
00002f08,108,"「あ…わからないところは、
　放っておくとますますわからなくなるから、
　ちゃんと質問しておいた方がいいわよ」","","",""
0000308c,75,"「そうだね、学園祭が終わって、中間テストが
　始まる、その前に行ってみるよ」","","",""
000031a4,59,"「中間テストが終わったら、
　どこか遊びに行きたいなぁって」","","",""
