eboot,utf8,./original/FAGDec/patch/PCSG00139/eboot.bin.elf,elf/eboot.bin.elf
ID06608,Shift_JIS,./original/extracted/00_GMV/ID06608,cpks/00_GMV/ID06608
ID06602,Shift_JIS,./original/extracted/00_GMV/ID06602,cpks/00_GMV/ID06602
ID02333,Shift_JIS,./original/extracted/00_GMV/ID02333,cpks/00_GMV/ID02333
ID02334,Shift_JIS,./original/extracted/00_GMV/ID02334,cpks/00_GMV/ID02334
ID02335,Shift_JIS,./original/extracted/00_GMV/ID02335,cpks/00_GMV/ID02335
ID02336,Shift_JIS,./original/extracted/00_GMV/ID02336,cpks/00_GMV/ID02336
ID02337,Shift_JIS,./original/extracted/00_GMV/ID02337,cpks/00_GMV/ID02337
ID02338,Shift_JIS,./original/extracted/00_GMV/ID02338,cpks/00_GMV/ID02338
ID02339,Shift_JIS,./original/extracted/00_GMV/ID02339,cpks/00_GMV/ID02339
ID02340,Shift_JIS,./original/extracted/00_GMV/ID02340,cpks/00_GMV/ID02340
ID02341,Shift_JIS,./original/extracted/00_GMV/ID02341,cpks/00_GMV/ID02341
ID02342,Shift_JIS,./original/extracted/00_GMV/ID02342,cpks/00_GMV/ID02342
ID02343,Shift_JIS,./original/extracted/00_GMV/ID02343,cpks/00_GMV/ID02343
ID02344,Shift_JIS,./original/extracted/00_GMV/ID02344,cpks/00_GMV/ID02344
ID02345,Shift_JIS,./original/extracted/00_GMV/ID02345,cpks/00_GMV/ID02345
ID02346,Shift_JIS,./original/extracted/00_GMV/ID02346,cpks/00_GMV/ID02346
ID02347,Shift_JIS,./original/extracted/00_GMV/ID02347,cpks/00_GMV/ID02347
ID02348,Shift_JIS,./original/extracted/00_GMV/ID02348,cpks/00_GMV/ID02348
ID02349,Shift_JIS,./original/extracted/00_GMV/ID02349,cpks/00_GMV/ID02349
ID02350,Shift_JIS,./original/extracted/00_GMV/ID02350,cpks/00_GMV/ID02350
ID02351,Shift_JIS,./original/extracted/00_GMV/ID02351,cpks/00_GMV/ID02351
ID02352,Shift_JIS,./original/extracted/00_GMV/ID02352,cpks/00_GMV/ID02352
ID02353,Shift_JIS,./original/extracted/00_GMV/ID02353,cpks/00_GMV/ID02353
ID02354,Shift_JIS,./original/extracted/00_GMV/ID02354,cpks/00_GMV/ID02354
ID02355,Shift_JIS,./original/extracted/00_GMV/ID02355,cpks/00_GMV/ID02355
ID02356,Shift_JIS,./original/extracted/00_GMV/ID02356,cpks/00_GMV/ID02356
ID02357,Shift_JIS,./original/extracted/00_GMV/ID02357,cpks/00_GMV/ID02357
ID02358,Shift_JIS,./original/extracted/00_GMV/ID02358,cpks/00_GMV/ID02358
ID02359,Shift_JIS,./original/extracted/00_GMV/ID02359,cpks/00_GMV/ID02359
ID02360,Shift_JIS,./original/extracted/00_GMV/ID02360,cpks/00_GMV/ID02360
ID02361,Shift_JIS,./original/extracted/00_GMV/ID02361,cpks/00_GMV/ID02361
ID02362,Shift_JIS,./original/extracted/00_GMV/ID02362,cpks/00_GMV/ID02362
ID02363,Shift_JIS,./original/extracted/00_GMV/ID02363,cpks/00_GMV/ID02363
ID02364,Shift_JIS,./original/extracted/00_GMV/ID02364,cpks/00_GMV/ID02364
ID02365,Shift_JIS,./original/extracted/00_GMV/ID02365,cpks/00_GMV/ID02365
ID02366,Shift_JIS,./original/extracted/00_GMV/ID02366,cpks/00_GMV/ID02366
ID02367,Shift_JIS,./original/extracted/00_GMV/ID02367,cpks/00_GMV/ID02367
ID02368,Shift_JIS,./original/extracted/00_GMV/ID02368,cpks/00_GMV/ID02368
ID02369,Shift_JIS,./original/extracted/00_GMV/ID02369,cpks/00_GMV/ID02369
ID02370,Shift_JIS,./original/extracted/00_GMV/ID02370,cpks/00_GMV/ID02370
ID02371,Shift_JIS,./original/extracted/00_GMV/ID02371,cpks/00_GMV/ID02371
ID02372,Shift_JIS,./original/extracted/00_GMV/ID02372,cpks/00_GMV/ID02372
ID02373,Shift_JIS,./original/extracted/00_GMV/ID02373,cpks/00_GMV/ID02373
ID02374,Shift_JIS,./original/extracted/00_GMV/ID02374,cpks/00_GMV/ID02374
ID02375,Shift_JIS,./original/extracted/00_GMV/ID02375,cpks/00_GMV/ID02375
ID02376,Shift_JIS,./original/extracted/00_GMV/ID02376,cpks/00_GMV/ID02376
ID02377,Shift_JIS,./original/extracted/00_GMV/ID02377,cpks/00_GMV/ID02377
ID02378,Shift_JIS,./original/extracted/00_GMV/ID02378,cpks/00_GMV/ID02378
ID02379,Shift_JIS,./original/extracted/00_GMV/ID02379,cpks/00_GMV/ID02379
ID02380,Shift_JIS,./original/extracted/00_GMV/ID02380,cpks/00_GMV/ID02380
ID02381,Shift_JIS,./original/extracted/00_GMV/ID02381,cpks/00_GMV/ID02381
ID02382,Shift_JIS,./original/extracted/00_GMV/ID02382,cpks/00_GMV/ID02382
ID02383,Shift_JIS,./original/extracted/00_GMV/ID02383,cpks/00_GMV/ID02383
ID02384,Shift_JIS,./original/extracted/00_GMV/ID02384,cpks/00_GMV/ID02384
ID02385,Shift_JIS,./original/extracted/00_GMV/ID02385,cpks/00_GMV/ID02385
ID02386,Shift_JIS,./original/extracted/00_GMV/ID02386,cpks/00_GMV/ID02386
ID02387,Shift_JIS,./original/extracted/00_GMV/ID02387,cpks/00_GMV/ID02387
ID02388,Shift_JIS,./original/extracted/00_GMV/ID02388,cpks/00_GMV/ID02388
ID02389,Shift_JIS,./original/extracted/00_GMV/ID02389,cpks/00_GMV/ID02389
ID02390,Shift_JIS,./original/extracted/00_GMV/ID02390,cpks/00_GMV/ID02390
