000003f8,18,"「あ…あの人は…」","Ah … that person …","Ах… этот человек…","Ah … diese Person …"
0000045c,16,"「知ってるの？」","Do you know?","Вы знаете?","Wissen Sie?"
000004a4,36,"「ああ。今日から来た教生の先生だよ」","Oh, I'm a teacher from today.","О, я учитель с сегодняшнего дня.","Oh, ich bin ein Lehrer von heute."
00000604,10,"「ははは」","Hahaha","Хахаха","Hahaha"
00000704,8,"「だな」","Dana","Дана","Dana"
00000730,40,"「果音、ちょっとどいてろ、写真撮るから」","Fruit, go a little, I'll take a picture.","«Фрукт, пройди немного, я сфотографирую».","Obst, geh ein bisschen, ich mache ein Foto."
000007b8,40,"「え～、私は～？　撮ってくれないの～？」","Eh, I'm …? Can't you take a picture?","Э, я…? Не могли бы вы сфотографировать?","Äh, ich bin …? Kannst du kein Foto machen?"
0000084c,42,"「お前はいつでも撮れるだろ。早くどけって」","You can always shoot. Get away quickly.","«Ты всегда можешь выстрелить. Уходи быстро».","Du kannst immer schießen. Geh schnell weg."
000008c8,34,"「も～っ！　妹に冷たくなくない？」","Mmm! Isn't it cold to my sister?","Ммм! Моей сестре не холодно?","Mmm! Ist es meiner Schwester nicht kalt?"
00000960,24,"「“なく”が１つ多いぞ」","There is one more missing ","«Еще один «пропал без вести»»","„Da fehlt noch eins“"
000009c8,10,"「もう…」","Already…","Уже…","Schon…"
00000a68,38,"「東は…こっち？　それとも…こっち？」","East is … here? Or … here?","Восток… здесь? Или… здесь?","Osten ist … hier? Oder … hier?"
00000bfc,14,"「そ、そっか」","Oh, that's right","О, это правильно","Oh, das stimmt"
00000ca8,32,"（それにしても…大きい胸だな…）","(Even so … big breasts …)","(Даже так…большая грудь…)","(Trotzdem … große Brüste …)"
00000cf8,18,"（それに比べて…）","(Compared to that …)","(по сравнению с этим…)","(Im Vergleich dazu …)"
00000dd0,10,"「びくっ」","Bikku","Бикку","Bikkus"
00000f24,42,"「エッチーーーーッ！　変態ーーーーーっ！」","Ehhhhh! Hentai -----!","Э-э-э! Хентай -----!","Ehhhh! Hentai -----!"
00000fc4,42,"「おまっ！　だからそう言うことを大声で…」","Oh! That's why I say so out loud …","О! Вот почему я так говорю вслух…","Oh! Deshalb sage ich das so laut …"
0000104c,24,"「ど、どうしたのっ！？」","What happened !?","Что случилось !?","Was ist passiert !?"
000011d0,40,"「あ、あなた、この子に何をしたのっ！？」","Oh, what did you do to this child !?","О, что ты сделал с этим ребенком!?","Oh, was hast du mit diesem Kind gemacht!?"
000013b4,42,"「何ですって！？　ま、まさかそのカメラで」","What is it !? No way with that camera","Что такое!? Ни за что с этой камерой","Was ist das !? Auf keinen Fall mit dieser Kamera"
00001454,42,"「ご、誤解です！　何にもしてませんって！」","You're misunderstanding! You're not doing anything!","Вы неправильно поняли! Вы ничего не делаете!","Du missverstehst! Du tust gar nichts!"
0000157c,26,"「ウソをつけ！　ウソを！」","Lie! Lie!","Соври! Соври!","„Lüge! Lüge!“"
000016a4,28,"「い、いや、濡れ衣なんで！」","No, no, it's a wet garment!","Нет, нет, это мокрая одежда!","Nein, nein, es ist ein nasses Kleidungsstück!"
000017f4,14,"「にいやん？」","No?","Нет?","Nein?"
00001854,20,"「あう…しまった…」","Ah … it's done …","Ах… свершилось…","Ah … es ist vollbracht …"
0000191c,36,"「にいやんって…お兄さんってこと？」","I don't like … you mean an older brother?","— Мне не нравится… ты имеешь в виду старшего брата?","Ich mag nicht … du meinst einen älteren Bruder?"
