000004b8,42,"「ね、カメラの楽しさって、どんなところ？」","What is the fun of a camera?","",""
000005d8,28,"「ふうん…何だか奥が深そう」","Yeah … it looks like it's deep.","",""
00000980,36,"「カメラって、始めたばかりだけど…」","Camera is just getting started …","",""
000009f0,40,"「フフッ、いいわよね～、趣味があるって」","Huh, that's good, isn't it? I have a hobby.","",""
00000b54,34,"「ホームページに上がるのはいつ？」","When will you be on the homepage?","",""
00000bb4,28,"「もうちょっとかかるみたい」","It looks like it will take a little longer","",""
00000bfc,30,"「そっか、部員が来るといいね」","Well, I hope the members will come.","",""
00000c64,30,"「ええ、来てくれるとうれしい」","Yes, I'm glad you came.","",""
00000d9c,22,"「本当？　よかった～」","Really? It was good ~","",""
00000eb0,8,"「え？」","e?","",""
00000f00,36,"「あ、あれ？　そのことじゃないの？」","Oh, that? Isn't that the case?","",""
00001010,32,"「そ、そうよね、写真のことよね」","That's right, it's a photo.","",""
000010a8,26,"「カラオケ、楽しかったね」","Karaoke was fun","",""
0000110c,18,"「ええ、とっても」","Yes, very","",""
00001254,10,"「はは…」","mother…","",""
00001324,36,"「興味のある被写体が、全然違うしね」","The subject you are interested in is completely different.","",""
000014fc,22,"「恋愛ものが多いわよ」","There are many love affairs.","",""
0000153c,30,"「アクションものは見ないの？」","Don't you see action things?","",""
00001670,42,"「やっぱり、ジーンと来る恋愛ものが一番よ」","After all, the love affair that comes with Jean is the best.","",""
0000171c,42,"「柚ノ木さんの家のテレビって、何インチ？」","How many inches is the TV at Yuzunogi's house?","",""
0000192c,38,"「フォト部はどう？　もう慣れた感じ？」","How about the photo club? Feeling used to it?","",""
000019b0,36,"「写真部はどう？　もう慣れた感じ？」","How about the photo club? Feeling used to it?","",""
00001aa8,42,"「そうよね～。いいなぁ、私も部員が欲しい」","That's right ~. Good, I also want a member.","",""
00001b5c,30,"「オーディオって、持ってる？」","Do you have audio?","",""
00001bcc,38,"「小さな携帯プレイヤーならあるけど？」","Is there a small portable player?","",""
00001c28,40,"「ってことは、パソコンも持ってるんだ？」","Does that mean you also have a computer?","",""
00001cb0,42,"「ええ、中学に入る時に買ってもらったから」","Yes, I bought it when I entered junior high school.","",""
00001dbc,32,"「この間テレビで見たんだけど…」","I saw it on TV the other day …","",""
0000203c,40,"「まぁ、俺もよく撮るし、いいんだけどね」","Well, I often shoot, but it's okay.","",""
000020b0,20,"「フフッ、そうよね」","Huh, that's right.","",""
0000215c,26,"「ね、１つ聞いてもいい？」","Hey, can I ask you one?","",""
000021a4,14,"「いいけど？」","It's good, but?","",""
000024ac,24,"「そうそう、そんな感じ」","Oh yeah, that kind of feeling","",""
00002500,42,"「フフッ、お互いに違う道を探求してるのね」","Huh, you're exploring different paths for each other.","",""
000026c8,18,"「フフッ、そっか」","Huh, that's right","",""
