000001d8,36,"（ん？　写真部のドアが少し開いてる）","(Hmm? The door of the photo part is a little
closer)","(Хмм? Дверь фоточасть немного ближе)","(Hmm? Die Tür des Fototeils ist etwas näher)"
0000024c,32,"（不用心だなぁ、誰かいるのか？）","(Is it unsuitable?)","(Не подходит?)","(Ist es ungeeignet?)"
0000039c,16,"「あ、九堂先輩」","Oh, Kudo seniors","О, Кудо старшие","Oh, Kudo Senioren"
000003ec,16,"「あ、九堂部長」","Oh, Director of Kudo","«О, директор Кудо»","Oh, Direktor von Kudo"
000005a8,8,"「え？」","?」","?」","?"
0000060c,57,"「まさしくギリギリで、
　まさしくエロティックな写真を…」","It's soギ and erotic…","Этот взгляд и эротический…","Es ist so ギ und erotisch…"
000006d0,65,"「学校中で、撮って、撮って、
　撮りまくってるらしいじゃないか！」","“I’m taking photos, taking photos, and taking
photos in school!”","«Я фотографирую, фотографирую и фотографирую в
школе! »","„Ich mache Fotos, Fotos und Fotos in der Schule!
„"
00000748,22,"「そ、そんなことは…」","“What is that?”","— Что это? »","„Was ist das? „"
000007bc,78,"「謙遜するな。まさしく君は、
　カメラ紳士の中のカメラ紳士。
　究極の芸術家だ」","Be。ble. You are a camera gentleman. The
ultimate artist","- Быть. Вы джентльмен камеры. Конечный художник","Be。ble. Du bist Kameramann. Der ultimative
Künstler"
000008bc,10,"「はは…」","」","」","!"
00000924,73,"「君にはもう無用かもしれぬが、
　最後に私から、究極のアドバイスを贈ろう」","“You may not use it anymore, but finally give me
the ultimate advice.”","«Вы больше не можете использовать его, но,
наконец, дать мне окончательный совет. »","„Du darfst es nicht mehr benutzen, aber gib mir
endlich den ultimativen Rat. „"
00000a14,12,"「これだ！」","!」","!」","!"
