000001cc,57,"「ちょ、ちょっと、どうして
　そんなことばかり言うのよ？」","“I’m just saying that I’m just doing that.”","- Я просто говорю, что я просто делаю это. »","„Ich sage nur, dass ich das tue. „"
000002a4,8,"「え？」","?」","?」","?"
000002fc,40,"「は、はずかしくて、聞いてられないわよ」","“I’m sure I can’t hear it.”","«Я уверен, что не могу его услышать. »","„Ich bin sicher, dass ich es nicht hören kann. „"
00000400,16,"「それじゃあね」","It's it!","- Это!","Das ist es!"
000004a8,63,"「も、もう…そんな恥ずかしい話ばかりして、
　どういうつもり？」","“Oh, I’m so embarrassed. What do you mean?”","«О, я так неловко. Что вы имеете в виду? »","„Oh, ich bin so peinlich. Was meinst du? „"
000002a4,8,"「え？」","?」","?」","?"
000005f8,42,"「え？　じゃないわよ。私、先に行くからね」","I go ahead","Я иду вперед","Ich gehe vor"
000006e8,38,"「もう……そんな恥ずかしい話ばかり…」","“I’m so embarrassed…”","- Я так неловко… »","„Ich bin so peinlich… „"
000007e8,16,"「先に行くわよ」","“Go ahead!”","«Идите вперед!»","„Vorwärts!“"
00000880,42,"「もう……そんな恥ずかしい話ばかりして…」","Oh, I'm so embarrassed…","«О, я так неловко…»","Oh, ich bin so peinlich…"
00000984,22,"「私、先に行くからね」","I, I'm going ahead.","- Я, я иду вперед.","Ich gehe vor."
00000a1c,51,"「も、もう…どうして、
　そんな話ばかりするのよ？」","“Oh, I’m just talking about it.”","«О, я просто говорю об этом. »","„Oh, ich rede nur darüber. „"
000002a4,8,"「え？」","?」","?」","?"
00000b68,26,"「は、恥ずかしいじゃない」","“I’m not ashamed.”","- Я не стыдно. »","„Ich schäme mich nicht. „"
00000bc0,49,"「親しき仲にも礼儀ありって言葉、
　知らないの？」","I don't know the words that are courtesy to the
friend?","- Я не знаю слова, которые вежны другу?","Ich kenne die Worte, die dem Freund vor Gericht
stehen?"
00000c88,16,"「いや…その…」","」","」","!"
00000d24,26,"「じゃ、じゃあ、またね！」","Yes, I'm again!","- Да, я снова!","Ja, ich bin wieder!"
00000df0,80,"「ちょ、ちょっと、いくら弱みを
　握ってるからって、
　変な話ばかりしないでよね」","“I don’t have a strange story because I’m holding
a little bit of a weakness.”","«У меня нет странной истории, потому что я держу
немного слабости. »","„Ich habe keine seltsame Geschichte, weil ich ein
wenig Schwäche habe. „"
000002a4,8,"「え？」","?」","?」","?"
00000f54,63,"「え？　じゃないわよ。
　恥ずかしくて…聞いてられないじゃない」","I'm so embarrassed. I can't hear it.","Я так смущен. Я не могу его услышать.","Ich bin so peinlich. Ich kann es nicht hören."
00001064,26,"「そ、そんなつもりじゃ…」","I'm going to do that…","Я собираюсь сделать это…","Ich werde das tun…"
000010f0,20,"「じゃあ、またね！」","“Oh!”","«О!»","„Oh!“"
000004a8,63,"「も、もう…そんな恥ずかしい話ばかりして、
　どういうつもり？」","“Oh, I’m so embarrassed. What do you mean?”","«О, я так неловко. Что вы имеете в виду? »","„Oh, ich bin so peinlich. Was meinst du? „"
000002a4,8,"「え？」","?」","?」","?"
00001310,57,"「え？　じゃないわよ、
　私…その手の話、苦手なんだから」","“No, I’m not, I’m not… I’m talking about that
hand, because I’m a bitter.”","- Нет, я не, я не… Я говорю об этой руке,
потому что я горький. »","„Nein, ich bin nicht, ich bin nicht… Ich
spreche von dieser Hand, weil ich bitter bin. „"
000013b0,20,"「じゃ、じゃあね！」","Yeah!","Да!","Ja!"
000014d8,8,"「あ…」","」","」","!"
00001510,59,"（空気読まずに、恥ずかしい話や、
　行動ばかりしすぎたか…）","(Is it too embarrassing to read the air, or just
act…)","(Это слишком неловко читать воздух, или просто
действовать …)","(Ist es zu peinlich, die Luft zu lesen oder
einfach zu handeln…)"
00001670,18,"「あ、室戸先輩…」","Oh, my seniors …","«О, мои пожилые…»","Oh, meine Senioren…"
00001510,59,"（空気読まずに、恥ずかしい話や、
　行動ばかりしすぎたか…）","(Is it too embarrassing to read the air, or just
act…)","(Это слишком неловко читать воздух, или просто
действовать …)","(Ist es zu peinlich, die Luft zu lesen oder
einfach zu handeln…)"
